,bbva_volumes_momentum_5d,bbva_volumes_momentum_3d,bbva_cds_returns_2d,bbva_cds_returns_1d,bbva_returns_1d,bbva_cds_momentum_1d,bbva_momentum_3d,bbva_rsi_14d,bbva_momentum_10d,bbva_returns_10d,bbva_results_1d
2002-11-20,-0.13167242171652113,-0.24704031689708655,-0.5841900483528257,-0.8544871459252147,0.10464073174211463,-0.17320337168704775,0.6241780851498602,0.5191047771183273,-0.8555509718119393,-0.7000153478447819,1.0
2002-11-21,0.09468501198063847,0.1409830200616702,-0.5841900483528257,-0.0015745288054176407,2.637172830402331,-0.0004986350437972627,1.4238192122493405,0.6520195012801732,0.16074428094437135,0.14456744928263035,1.0
2002-11-25,-0.18293374357719688,0.0656769806299164,-0.0027464078325310434,-0.0015745288054176407,0.4110048382827356,-0.0004986350437972627,2.0999463437264096,0.42923187084068615,1.527171757869369,1.2906408520745178,-1.0
2002-11-26,0.10408421676284417,0.10514937672108036,-0.0027464078325310434,-0.0015745288054176407,-1.2966099177669734,-0.0004986350437972627,1.1470326676550855,-0.16689409176933684,1.1418439507503892,0.985337183425714,1.0
2002-11-27,0.1073695467267763,-0.03698939055013595,-0.0027464078325310434,-0.0015745288054176407,1.9339426322153843,-0.0004986350437972627,0.7163336051997414,0.287178377853906,2.1404502317648437,1.8107651692347568,-1.0
2002-11-28,0.01211164617348319,-0.05620880289142488,-0.0027464078325310434,-0.0015745288054176407,-0.29784405497475763,-0.0004986350437972627,0.2248374982670512,0.1994817054835507,2.21047667659858,1.8864711145631068,-1.0
2002-11-29,0.14647219627122166,0.18245522463704875,-0.0027464078325310434,-0.0015745288054176407,-0.12268407883937038,-0.0004986350437972627,1.0241586409219088,1.3894644819961623,1.6499003968618342,1.3927203882871568,1.0
2002-12-02,0.1971419475265032,0.15350988548572175,-0.0027464078325310434,-0.0015745288054176407,0.4936563616510316,-0.0004986350437972627,0.04020647372266623,1.118344877791687,1.7899532865293082,1.4997089126183325,-1.0
2002-12-03,0.015808327048303566,0.10876619231994936,-0.0027464078325310434,-0.0015745288054176407,-1.5033670687029324,-0.0004986350437972627,-0.789833175615487,0.6458450148189843,0.6512941158473804,0.5548332905071816,-1.0
2002-12-04,0.025951403544303038,-0.15490638092165654,-0.0027464078325310434,-0.0015745288054176407,-0.4906862938946435,-0.0004986350437972627,-1.0359012135264518,0.6456199237927664,0.6863073382642488,0.5905953699175401,-1.0
2002-12-06,0.22666728077258086,-0.02732135237504548,-0.0027464078325310434,-0.0015745288054176407,-1.3357845347814383,-0.0004986350437972627,-2.26528144974742,0.33935580450921743,0.14323766973593552,0.13538013055226522,-1.0
2002-12-09,-0.00764086186107688,0.15951264584807098,-0.0027464078325310434,-0.0015745288054176407,-1.0860441732367545,-0.0004986350437972627,-1.927377876231196,0.5533333359470319,-1.2585677506727757,-1.0412620451372443,1.0
2002-12-10,-0.13915296747711509,-0.008027473234954535,-0.0027464078325310434,-0.0015745288054176407,0.5371235453547786,-0.0004986350437972627,-1.2509307603095043,0.2546524026872305,-1.2233721677224831,-1.0014049565658956,-1.0
2002-12-11,-0.0726245923989595,-0.18405960253694445,-0.0027464078325310434,-0.0015745288054176407,-0.037865665256250014,-0.0004986350437972627,-0.39017260428805534,0.43435667029215613,-0.7328223328194773,-0.6036060706929371,-1.0
2002-12-12,-0.07932452109425059,-0.22504134406238246,-0.3011647225539751,-0.43932073164940977,-1.1497148917959954,-0.08685100336542252,-0.4208911109713453,0.6949888362207131,-1.9066770864516944,-1.5781293108338452,-1.0
2002-12-13,0.3389370969184982,0.4404397720293887,-0.3011647225539751,-0.0015745288054176407,-0.7297621632042665,-0.0004986350437972627,-1.2202122536262088,-0.013700671234668959,-2.046912336652592,-1.7146276836362189,1.0
2002-12-16,-0.2031290084691897,0.031827724225769516,0.09731438809464868,0.14520343792747673,2.0040720625485817,0.028285487730077826,0.07092498040596754,0.7525551477834856,-1.2760743618812085,-1.0425124212387091,1.0
2002-12-17,-0.032721820213879406,0.03756839538374073,0.09731438809464868,-0.0015745288054176407,0.6246617549830997,-0.0004986350437972627,1.2084696810216708,0.684303551216306,-1.2408787789309161,-1.0011110012068831,-1.0
2002-12-18,0.02853924171800833,-0.4877514392306294,-0.0027464078325310434,-0.0015745288054176407,-1.3247659105304723,-0.0004986350437972627,0.8088091096942397,0.056557281070231114,-1.1358391116803106,-0.9446679695148532,-1.0
2002-12-19,0.4744840785614498,0.4379321898078601,-0.0027464078325310434,-0.0015745288054176407,-0.5252932093599407,-0.0004986350437972627,-0.789833175615487,0.00759426992183196,-1.1358391116803106,-0.955604736366528,1.0
2002-12-20,-0.009067231685473659,0.4635833128627648,-0.0027464078325310434,-0.0015745288054176407,0.3026362685885376,-0.0004986350437972627,-1.0048627223985394,-0.5014108790293232,-0.5225606377848363,-0.437817291560616,-1.0
2002-12-27,0.05312397035332682,0.05588130987008138,-0.0027464078325310434,-0.0015745288054176407,-1.5224476467352823,-0.0004986350437972627,-1.0973382268930374,-0.4534271654861215,-0.6627958879857341,-0.5757331670075423,-1.0
2003-01-01,0.2195152167816166,-0.2118919685855964,-0.10280720375971164,-0.14835249553831326,-0.5971014927611948,-0.02928275781767235,-1.1280567335763274,-0.21086202780341884,-1.0658126668465706,-0.9341804493619904,1.0
2003-01-02,0.4046600690588585,-0.08296254733506296,0.19561111096173295,0.4361716740385715,2.391118614704874,0.085853733277828,0.16308050045584302,0.32717489010102524,-0.2072592754995934,-0.16655252300271114,-1.0
2003-01-06,0.3975626797866276,0.7749294420235271,0.2625105131154177,-0.05021857472770546,-0.2810358759106537,-0.010170100295818841,0.9320031208720276,0.6281653836004244,0.1082244473190671,0.1079746845782922,1.0
2003-01-07,2.055772955106363,2.2601694549758817,-0.0027464078325310434,0.04706951711687112,0.7817839057278175,0.009172830208224314,1.7927612768934762,0.609844307155058,0.6512941158473804,0.5856661147218505,1.0
2003-01-08,0.0954358978205112,-0.2466621998226621,0.0304149859409642,-0.0015745288054176407,0.24826866016720975,-0.0004986350437972627,0.4705855517333935,0.5137752500458521,0.020509030743473683,0.030782439276184462,1.0
2003-01-09,0.42463809306841743,-0.18540150851628864,-0.0027464078325310434,-0.0015745288054176407,0.24754275503823844,-0.0004986350437972627,0.8088091096942397,-0.005126026235460396,-0.11954385892400322,-0.08839786102735962,1.0
2003-01-10,0.37888345125775424,-1.7236235403925375,-0.0027464078325310434,-0.0015745288054176407,0.05709026623899889,-0.0004986350437972627,0.3477115250002167,-0.15836081740100427,0.3885125871874384,0.3483078847658113,1.0
2003-01-13,0.2804098694362848,0.95590712675732,-0.2011039266267941,-0.2925427649165135,2.046404662278853,-0.05806688059154742,1.5466932389825114,0.14302237728727796,1.3521056457850238,1.1610373539166996,-1.0
2003-01-14,-2.5022398635469254,-0.6034745023853606,-0.3011647225539751,-0.14835249553831326,-0.4911768213401274,-0.02928275781767235,1.0545571631605817,-0.025136287214208974,1.0541285341747928,0.9101699023790764,1.0
2003-01-15,0.02145950597658289,-0.5963641471851217,-0.0027464078325310434,0.14520343792747673,0.5107418351149229,0.028285487730077826,1.362062214438138,-0.0567085069804615,1.7901356470627283,1.55271544650798,-1.0
2003-01-17,-0.24418000885547425,-0.698657837386339,-0.0027464078325310434,-0.14835249553831326,-2.886848009216347,-0.02928275781767235,-1.8966593695479008,-0.6926346778620888,0.9140756445073158,0.8290906026522665,-1.0
2003-01-20,-0.7929231091104871,-0.05123587421232712,-0.0027464078325310434,0.14520343792747673,-1.0627053101544026,0.028285487730077826,-2.234562943064124,-0.8605901493519212,-0.3122989427502051,-0.26241571927923035,-1.0
2003-01-21,0.5427146795854384,1.465900795873076,0.09731438809464868,-0.0015745288054176407,-0.5361583921786547,-0.0004986350437972627,-2.9110100589858106,-0.5012186624645101,-0.4000143593257953,-0.3430416705239642,-1.0
2003-01-22,0.6445352802156522,0.2660404569285191,0.030741174081410968,0.04754799853992519,-1.2552568500660335,0.009172830208224314,-1.7734653583701068,-0.4161792854165842,-1.1183325004718778,-0.9868043264537066,-1.0
2003-01-23,-0.047377068254383384,0.13307467687199076,0.030741174081410968,-0.0015745288054176407,-0.04150045731496392,-0.0004986350437972627,-1.1280567335763274,-0.250510415441326,-1.2233721677224831,-1.078379586372376,-1.0
2003-01-24,-0.21272171249920807,-1.437773335685294,-0.0027464078325310434,-0.0015745288054176407,-1.7168089312939852,-0.0004986350437972627,-1.8045038494980197,-1.0740004241916248,-1.8893528357766791,-1.6991704346539018,-1.0
2003-01-27,0.2638896716654365,-0.4236577903216816,-0.0027464078325310434,-0.0015745288054176407,-1.3965084148142233,-0.0004986350437972627,-1.8349023717366924,-1.298882124190584,-2.362213698937832,-2.1585488466514167,-1.0
2003-01-28,-1.4746522665881845,0.0694612935145195,-0.0027464078325310434,-0.0015745288054176407,-0.9901406601151974,-0.0004986350437972627,-2.3577569542419177,-1.3129600496573643,-3.4485353965278787,-3.1181832948260335,-1.0
2003-01-29,-0.4758333441734538,0.008613244272644097,0.1621235290477894,0.2402711799603345,-0.3845101548305084,0.04739814525193134,-1.5581158271424378,-0.867394821263338,-3.3783265911607185,-3.0844736027955264,1.0
2003-01-30,0.18171356940920755,0.05267395564148256,0.2604339803455693,0.1426358786410967,0.7956263303629307,0.028285487730077826,-0.32873559092146404,-0.575490564551315,-3.3258067575354135,-2.994442022046624,-1.0
2003-01-31,0.05303846106348799,0.05691225961554632,0.09556404346524708,-0.0015745288054176407,-1.517923443210489,-0.0004986350437972627,-0.6052021510711076,-0.034072591739427435,-2.712528283639944,-2.5618230320372817,1.0
2003-02-03,-0.2184537509034087,-0.17183877772841993,-0.13421825290380635,-0.1944289821742236,0.9773646458365576,-0.038954223069693934,0.13236199377255026,-1.0922060162556515,-2.029405725444154,-1.917103062927286,-1.0
2003-02-04,-0.06457141023286425,-0.17150280003328133,-0.13421825290380635,-0.0015745288054176407,-2.2411043061297025,-0.0004986350437972627,-1.496998798220469,-1.313539925110314,-2.519955560347165,-2.4559143295452466,1.0
2003-02-05,0.046882186247119206,0.002589973251758639,-0.3686615061319806,-0.5383309440186959,1.8643446915690711,-0.10596366088727603,0.3166730338723098,-0.4666301881805723,-1.5213492793327108,-1.4700317603460369,-1.0
2003-02-06,-0.27388613317149685,-0.0015608327156361047,-0.0027464078325310434,0.5351818864078601,-1.8447796777942658,0.10496639079968152,-1.1894937469429157,-0.2132492690969284,-2.064418947861024,-2.039919140879212,-1.0
2003-02-07,-0.2207622455952396,-0.09590413673256176,0.36316869046691824,-0.0015745288054176407,-0.7053920168315784,-0.0004986350437972627,-0.3594540976047625,-0.12157138836167253,-1.696415391417058,-1.7202827088369663,-1.0
2003-02-10,0.2458786174559881,0.022858417103274683,-0.0027464078325310434,-0.0015745288054176407,-0.5948354061500282,-0.0004986350437972627,-1.6505913316369332,-0.11218500253996383,-1.4163096120821044,-1.4669313000460649,1.0
2003-02-11,0.011687567382125829,0.10790119770544136,-0.13445495093935625,-0.19477619164888105,1.1519660764673638,-0.03872395008750428,-0.08266755301050492,-0.12134372853117215,-0.7678355552363425,-0.7899648141742722,-1.0
2003-02-12,-0.21433005554963053,0.008883198466385632,0.2264659696753613,0.5278559877951654,-1.5599211462684288,0.10496639079968152,-0.5130466310212265,-0.3702367090289377,-1.1008258892634406,-1.161428025946,1.0
2003-02-14,0.20014066374866446,-0.046310636669712975,-0.03623398974647354,-0.5801275727513471,2.1108979107747285,-0.11563512613929762,0.8705661075054419,0.023278040164182563,-0.7328223328194757,-0.7457649011574922,1.0
2003-02-17,-0.14039700942866198,-0.24470298856295625,-0.4972157062883717,-0.14835249553831326,1.2257917807722742,-0.02928275781767235,0.9316831364274106,0.03715593173446464,0.10804208678564634,0.12132693030548605,1.0
2003-02-18,-0.11270364375827648,0.12228923189924093,0.030741174081410968,0.1943259652728233,0.7471160896411969,0.037956952982099404,2.1306648504097025,-0.14981205571191186,0.03801564195190789,0.0485618559500885,-1.0
2003-02-19,-0.004337011451880136,-0.09215882108688604,0.09731438809464868,-0.05069705615076118,-1.8264258603238728,-0.010170100295818841,0.07092498040596185,-0.4767341804611685,0.1607442809443697,0.1796120064537014,-1.0
2003-02-20,-0.058165818699071385,0.08933781800635551,-0.13629478567365447,-0.14835249553831326,-0.284222946032648,-0.02928275781767235,-0.7283961622488985,-0.12537037024963102,-0.4875474153679696,-0.499396307392305,1.0
2003-02-21,-0.18823667902669708,-0.12021181165334514,-0.2034653811112114,-0.14922878709699255,1.1735983960005352,-0.02928275781767235,-0.5130466310212265,-0.10751947401466858,0.4235258096043101,0.4544967749427126,-1.0
2003-02-24,0.034880129908983065,-0.2063331174758521,-0.4090358175032115,-0.4499012729033288,-1.5085741694645858,-0.08685100336542252,-0.3287355909214669,-0.06649079294800249,0.17825089215280554,0.20066843385343686,-1.0
2003-02-25,-0.14176864542652134,0.04049260999525331,0.09791176951896903,0.5944064735840687,-1.867721330001178,0.11463785605170307,-1.1277367491317103,0.030829091898903132,-0.18957030375774006,-0.20159962126687586,1.0
2003-02-27,-0.02046361035565233,0.07198957916393145,0.4035430018381493,-0.0015745288054176407,1.169348992583124,-0.0004986350437972627,-1.158775240259623,-0.18011343414417694,-0.18975266429116086,-0.19610612673827685,1.0
2003-02-28,0.17832127402257153,0.2296799749621826,-0.4090358175032115,-0.5975555311949041,1.25913160881176,-0.11563512613929762,0.28627451163363393,-0.0316667971652336,0.6337875046389446,0.6947945013688144,1.0
2003-03-03,0.12263652113385078,0.1384809895973394,-0.4090358175032115,-0.0015745288054176407,0.8241843403755539,-0.0004986350437972627,1.6695672657156857,-0.267625988420659,0.2657839481949782,0.28815651774231266,-1.0
2003-03-04,0.016677389091045713,-0.1699945341073512,-0.0027464078325310434,-0.0015745288054176407,-1.5143220915663171,-0.0004986350437972627,0.28627451163363393,-0.5178545741001536,-0.5575738602017064,-0.5777971844550656,-1.0
2003-03-06,-0.020584229681088573,-0.15411562178273402,-0.9543578947247708,-1.3974818656545032,-1.7512360201843589,-0.25955574000867304,-1.2509307603095043,-0.5570532177202577,-1.2933986125562216,-1.3673473125486966,-1.0
2003-03-07,0.0660049006296751,0.0165814616215467,-0.10586718573285814,1.2430661909048235,-1.500122410258394,0.22977434714720346,-2.4191939676085035,-0.5324224620642528,-1.1533457228887447,-1.2642261673012456,-1.0
2003-03-10,-0.16051854718642047,0.056312284299492935,-0.0027464078325310434,-1.2462152485156623,-1.1561163868637068,-0.230771617234798,-2.173445914142156,-0.728997614392583,-1.3811140291318136,-1.539769224336638,-1.0
2003-03-12,0.076956867423908,0.2339147512571936,-0.4573215692026382,0.5762554055724882,-1.252728573877321,0.10496639079968068,-1.865940862864602,-0.7520349048767142,-2.064418947861024,-2.3065573653396507,1.0
2003-03-13,0.15073274589394467,-0.08709719923116697,-0.22171305208077352,-0.9006039752127081,2.4381924814032208,-0.16353190643502538,0.00948796703937628,-0.2290192504630008,-0.9605906390625444,-1.0592671605310386,1.0
2003-03-14,0.3456553884382432,0.3411226333174337,-0.0027464078325310434,0.8974549176018692,3.0412909214647077,0.16253463634743084,2.069227837043117,0.26956907498069616,0.44085006027932333,0.4921199464803593,1.0
2003-03-17,-0.04208024061130022,-0.09988389845823496,0.6101357840375143,-0.0015745288054176407,1.425675242361002,-0.0004986350437972627,3.3910835777585837,0.012108653396895408,0.5285654768549171,0.5731263116560112,1.0
2003-03-18,0.5188104590979871,0.4164378292931769,-0.8374764666053416,-1.2260299177738174,0.1257465493675754,-0.2211001519827756,2.314975890509465,-0.2108273270595155,0.19557514282781896,0.21494448638637614,1.0
2003-03-19,-0.1973405221121346,-0.2973499550845782,-1.175819485342862,-0.4978857952549111,0.7571624941766955,-0.08685100336542252,1.2084696810216682,-0.31770693376671283,0.17806853161938474,0.1937636820300728,-1.0
2003-03-20,0.04121518612995957,-0.005601336062594611,0.1085424096111074,0.6579849528229068,-0.39083467323698107,0.11463785605170307,0.2555560049503383,0.0680221918715836,0.5110588656464812,0.5488175719781353,1.0
2003-03-21,0.10594183712548803,-0.06282613120940636,0.9925704242293046,0.7988841666291407,2.3102502409078087,0.14342197882557814,1.4545377189326332,0.31766564411358283,1.7374334529040052,1.8323624274387789,-1.0
2003-03-24,0.1694313026747378,0.2589639713025735,-0.0027464078325310434,-0.8020332242399747,-2.8696665325965016,-0.1444192489131727,-0.5130466310212293,-0.04800242035940419,1.2643902292094304,1.3995476400558118,1.0
2003-03-25,-0.4442331102770957,-0.05852255553439939,-0.0027464078325310434,0.7988841666291407,1.1032108797288158,0.14342197882557814,0.28595452718901704,0.011244059234077,1.9126819255217695,2.1135591381661065,-1.0
2003-03-27,0.2360712141791094,-0.17003196991456673,0.5429385880481477,-0.0015745288054176407,-0.8514273676554452,-0.0004986350437972627,-1.4355617848538806,0.15234502353338295,1.982708370355508,2.2403817015391825,1.0
2003-03-28,0.3381228278100975,0.1594456777768729,-0.4599262418034842,-0.6722060767532703,0.06765607584186424,-0.12139195069407233,0.16308050045584302,-0.03436642862232524,1.3519232852516032,1.4912249612619808,-1.0
2003-03-31,-0.068766507813918,0.30452866911783544,-0.0027464078325310434,0.6690570191424384,-2.3044253657264964,0.12039468060647775,-1.6198728249536398,-0.2640293387470952,-0.18975266429116244,-0.1981730073849308,1.0
2003-04-01,-0.09540422780682084,-0.06535007954850754,0.08529658402391259,-0.5430568809066364,0.914092228519368,-0.09836465247497272,-0.6973576711209889,-0.4662192481341667,-0.3473121651670735,-0.3598477499164764,1.0
2003-04-02,0.6277115441684774,0.2248097152373741,-0.5484314037132089,-0.2605508721387552,3.1806246262830444,-0.046553231481997234,0.9627216275553232,-0.31518161592635874,0.5812676710136421,0.6055803686634292,1.0
2003-04-03,0.0689723094182986,-0.0352689434038036,-0.5380356405881105,-0.5278074621907483,1.165238866332646,-0.0926078279201972,2.807111966331395,-0.454468428092691,0.7213205606811187,0.7345440766374061,1.0
2003-04-04,0.23685466841900601,0.4845262566599404,0.1447983544819311,0.7410900251155456,1.4020332596041247,0.13006614585850015,3.1450155398476185,-0.6702226270314146,1.2994034516262989,1.3011411949789418,1.0
2003-04-07,2.489911520361237,2.1264965776770914,-0.09363716502427766,-0.8775656309693756,1.0532806995726889,-0.1540907141651951,2.069227837043114,-0.7097813936960837,0.9315822557157518,0.9039031681740544,-1.0
2003-04-08,0.06435210851061753,-0.06987046290824822,-0.714229848415588,-0.1692498476931692,-1.086456473427693,-0.02928275781767235,0.7780906030109437,-0.39438598131011976,1.4571453130356322,1.4674481245064444,1.0
2003-04-09,0.11501472742421198,0.10560207625591513,-0.11705324991996845,-0.0015745288054176407,0.8470678198930005,-0.0004986350437972627,0.4705855517333935,-0.363949963407134,1.4046254794103266,1.3864996525483484,-1.0
2003-04-10,0.05204783397044502,-2.420463583523497,-0.0027464078325310434,-0.0015745288054176407,-0.7747620184883949,-0.0004986350437972627,-0.6055221355157245,-0.4898469609064202,1.4046254794103266,1.4107280773637019,1.0
2003-04-11,0.30993492684594365,0.7248033588083868,0.33787516954452324,0.4980791276490061,0.4823159260568108,0.085853733277828,0.3169930183169267,-0.8348282902885243,1.5448607296112258,1.541772351133166,1.0
2003-04-14,-2.6452154351907233,-0.5740999430056811,0.33787516954452324,-0.0015745288054176407,0.3217936130937808,-0.0004986350437972627,0.00948796703937628,-0.5093755055041029,2.33320531559104,2.3717320365492665,1.0
2003-04-15,-0.15883312755953502,-0.2761954276519765,-0.4584550848174673,-0.6700480544314251,0.9344854962715091,-0.11563512613929762,1.0241586409219088,-0.5206995225538443,2.3857251492163445,2.3781768875783214,-1.0
2003-04-16,-0.6540967476892098,-0.8376020888674763,-0.6910131805293127,-0.3427111759764042,-0.7075346221656562,-0.05806688059154742,0.3169930183169267,-0.4967200066371222,1.1768571731672577,1.1494082842306337,1.0
2003-04-21,-0.13246310681111148,0.03800176015305689,0.676279370043947,1.3356167880532297,1.2826207070236533,0.22977434714720346,0.9009646297441206,-0.2362865240635207,1.2468836180009946,1.1865042752196375,1.0
