,san_volumes_momentum_2d,san_volumes_momentum_1d,san_rsi_14d,san_returns_2d,san_cds_returns_1d,san_returns_3d,san_momentum_3d,san_cci_20d,san_cds_momentum_1d,san_cds_returns_5d,san_results_1d
2002-10-15,-0.28561587836610924,-0.2617190999135857,2.274577485600099,2.166083410491013,-0.9023177392531728,3.104435958845737,2.348364967503541,0.3608992720476968,-0.7539535088474243,-1.2246314293300502,-1.0
2002-10-16,-0.27604524352259485,-0.05984526768844745,2.2788915709672293,2.269987624559996,-0.5148988313254141,1.2780216458156464,0.9796723369078102,0.5246705774119172,-0.4179636540892064,-1.7807211809205754,1.0
2002-10-17,-0.05069109563317768,0.0007278176643314923,2.1637902641480107,1.1426301967810624,-0.17136736293652224,3.2831599034952017,2.564825828427265,0.7125209114781641,-0.13791611014823146,-1.9603450653003818,-1.0
2002-10-18,0.07777055171936385,0.08976086865477974,2.437710141105918,1.3785328902175258,-0.21725522913501447,0.6341300797755263,0.5113940316063996,0.7141531233689947,-0.17302704997046578,-1.0691632839876883,1.0
2002-10-21,1.6903234278866932,1.8787031544626236,2.3933153176992388,0.4838044191142322,-0.3091701892645908,1.8227986037659445,1.4837000765904496,0.7816023660926836,-0.24291293976017456,-0.8236658223535452,1.0
2002-10-22,0.2631883627053179,-1.5722773158298682,1.9703062131709848,1.116418085045352,-1.48400752980966,0.6126993813755474,0.5113940316063996,0.9676517394561048,-1.117998516477954,-1.0499979957697445,-1.0
2002-10-23,-1.5480130393797382,-0.2306177945499477,1.6655999333169054,-1.4287794729412309,-0.344002892469785,-0.4724252673964698,-0.3894131446151894,0.672256052339655,-0.24996872671009746,-0.9835033625526249,1.0
2002-10-24,-0.02037616827625753,0.20680503856379664,1.725350060308978,-0.4054723680141981,-0.7883152557566759,-0.1143623224354164,-0.10106056400173602,0.7134922300568152,-0.5579034285960041,-1.2235542620757938,1.0
2002-10-25,-0.057097026043322965,-0.2733828202752009,1.5594100721531683,2.2241337999509683,0.20470367425897934,0.4332294024146123,0.3672177412996711,0.8455107878932563,0.14196343886536358,-1.059372464066047,1.0
2002-10-28,-0.16855317663581276,0.07700346427703036,1.1950956408681788,1.744779182302689,-0.9748754247900638,2.4802999879082908,2.0965475231258544,1.1657389120459598,-0.6699560451578699,-1.3183945670100907,-1.0
2002-10-29,0.9578785524161496,1.0384569568950779,0.7335361600970303,-0.44996004876703377,-3.3464273842687815,0.3968568247931937,0.3314683069184424,0.8497476365655557,-2.0979129278802957,-2.04305148950816,-1.0
2002-10-30,-0.18460295365609514,-1.25352784595903,0.9127167612535664,-1.6698364782263575,0.14770151034019458,-0.7033619562913024,-0.6054811546116442,0.6054429186022132,0.08602112804812055,-1.8517321162390696,1.0
2002-11-01,-1.078777654440304,-0.0028968242304764588,0.7079502720963844,0.16567452798860008,-1.4723022096726393,-0.8941996123918854,-0.7854068792996013,0.6431277081421539,-0.8379509725369788,-2.1178675313372506,1.0
2002-11-04,0.9512876587872816,1.1106815059800774,0.7095050165784627,2.1355626540310166,-1.8437063789704569,1.410529431347934,1.2314897812854972,0.8871804496106899,-0.9778907470437762,-2.9148921773284973,1.0
2002-11-05,2.473442299919136,1.7698009378626611,0.2935325626901977,2.3863173617022357,-2.3017410294133995,2.422061606233589,2.1322969575070863,1.0157984091421948,-1.117998516477954,-3.4311680016614217,-1.0
2002-11-06,-0.7091834590820426,-2.5957970659777416,0.23701200677236806,0.2064454785113434,0.004142283599068396,1.443863256296607,1.267632066593995,0.8823333759347148,0.0020236643585660567,-2.127480490857025,-1.0
2002-11-07,-2.3965731278961817,-0.19532915395354594,-0.4023727274542247,-2.4671709985603454,0.004142283599068396,-1.3410765078818785,-1.181793464911286,0.3587811711000916,0.0020236643585660567,-2.183338565607116,-1.0
2002-11-08,-0.010711111823131695,0.18277230027980385,-0.4406078992469058,-2.308384781607412,0.004142283599068396,-2.394467158491051,-2.118350075514104,0.07354496231204584,0.0020236643585660567,-1.6088624504755873,1.0
2002-11-12,-0.2633200071224125,-0.4895168871058605,-0.6911101113142394,-0.35176068385832443,1.754233176819063,-1.7974589631136233,-1.578180050522963,-0.06591336281290194,0.8419983012541109,-0.20892472988588467,-1.0
2002-11-13,-0.3503208120715259,0.08145136476768383,-0.32934834923417644,-0.5162683454686974,0.5708062271898358,-0.7994332753888123,-0.6773728743013739,-0.2834116309628027,0.2876150409030518,0.9087669923734404,1.0
2002-11-14,0.05493612896856871,-0.017555594184731894,0.010163122123328663,0.4774454552963587,0.4608082830552229,0.4802013872839432,0.40336002660817216,-0.10560001895909968,0.23721656268931726,1.0864531231259011,1.0
2002-11-15,-0.07828086187215506,-0.0736928335645779,-0.4151694716974846,1.1600974375244468,-0.39495518986733535,0.4366432280837299,0.3672177412996746,0.08208701652685152,-0.20377012168084152,0.931166576858432,1.0
2002-11-18,0.3693114340163275,0.5037093547311329,-0.4970902833086111,0.7724856842699585,-0.11939114582270426,1.5338707444710582,1.303774351902496,0.19891661889494724,-0.060974433408599815,0.8831004254070924,-1.0
2002-11-19,-0.010421872041450744,-0.5159293604264641,-0.2892980951181017,0.4699795949543474,-1.2506690781303984,0.4305392329955368,0.3672177412996711,0.07958643990429601,-0.6195575669441377,-0.2860898703608727,-1.0
2002-11-20,-0.4050185798867605,0.044162944645912715,0.30024290387489777,-0.29112042603099514,-0.8469559558809864,0.34737296588331285,0.29532602160994137,0.09961301582970852,-0.4011641613512941,-0.8377330339356199,1.0
2002-11-21,0.1005137882603255,0.07281246216103181,0.5270402435264588,1.5409799926947667,-0.2865127094396178,1.0588506758890428,0.9435300515993092,0.6144210592535475,-0.13237227754472305,-1.128511361519971,1.0
2002-11-25,0.03914229562344025,-0.027310153233830202,0.8460333298808231,3.005601156104825,-1.0805252928878333,2.42046579721979,2.2041886771968158,1.1896085726345471,-0.4851616250408486,-1.395262770887758,-1.0
2002-11-26,0.0269289341773981,0.058588809768568936,0.5051437671980012,0.6320705352636758,-0.3817391791586369,1.8136401890947325,1.6282692178244438,1.002546088252552,-0.16597126302054294,-1.4973408914605493,1.0
2002-11-27,0.038032863403799334,-0.01437854302933394,0.8714743307925308,0.9205121715007256,0.004142283599068396,1.913178979699314,1.8085877934396697,1.224023740491125,0.0020236643585660567,-1.0091009612808062,1.0
2002-11-28,-0.15427642348617826,-0.1653741393875674,0.5665663392322926,1.7579228131914129,-0.2304499111738948,0.7935538054886633,0.7636043269113519,1.4975243702835213,-0.09877329206889957,-0.7692219823334712,1.0
2002-11-29,0.032925530732878884,0.203636418352529,1.411347890044939,0.4560530308721318,-0.734211515206485,1.7692692448498109,1.7001609375141735,1.5605194410181706,-0.3087669512927858,-0.9434190292648136,1.0
2002-12-02,0.24363050740550166,0.08001238739246028,1.3654142573598236,0.937169283414462,0.46582690868277205,0.8071724541972094,0.7993537612925841,1.6392965979587035,0.19521783084454114,-0.3417422243245514,-1.0
2002-12-03,-0.030678883597495838,-0.11582366172879766,0.9829859982657668,-0.4336374635821685,-0.5184330157189742,-0.02252333525417345,-0.028775993384737363,1.2370748449471871,-0.2163697412342752,-0.3949290149878388,-1.0
2002-12-04,-0.13728126513001465,-0.04413649871281517,0.4089853642598119,-2.239101115389273,-0.15900461794512494,-1.3963522458476156,-1.3621120405265048,0.6684801106400704,-0.0651743065930773,-0.458408542069258,-1.0
2002-12-06,0.353022671278348,0.4551831646014522,0.6810184777472474,-1.408882506008031,-1.3432702669402723,-1.9406262655625692,-1.9022820655176456,0.62042827185075,-0.5355601032545831,-0.8914005832419861,-1.0
2002-12-09,0.11168582203224403,-0.3251968331943749,0.7651524646252551,-1.1283409877948345,0.8552405230791273,-1.964333256111633,-1.8665326311364168,0.1734675716351156,0.33801351911678396,-0.2729538781316383,1.0
2002-12-10,-0.3601627866305168,-0.0943306298716686,0.6415953931285769,-0.6515456963199114,0.5004565946583469,-0.6426605876209471,-0.6054811546116442,0.0810934750075259,0.2036175772134973,-0.2594796652112528,1.0
2002-12-11,0.21840031450572725,0.3485964115256556,0.2665662261792067,0.8225630066153654,0.2889139350484248,-0.13993100042226975,-0.1372028493102371,0.2337881685690629,0.11962011352394165,0.054654419716237766,-1.0
2002-12-12,-0.010071965414891445,-0.36040891677584014,-0.06948417287564919,-0.22910217151681544,-0.2941394510402239,0.09254594802612506,0.07886516068622118,0.0007872229460861197,-0.12111661741032033,0.002074228392285968,-1.0
2002-12-13,-0.20644243519241826,0.1199038182048132,-0.4591223132433725,-1.7818962876357918,0.9407174707134156,-1.0640916652695418,-0.9657254549148274,-0.6631516172331904,0.3939558299340271,0.8907608051750087,1.0
2002-12-16,-0.07227035681647946,-0.20415242571685527,-0.26678109861392457,0.8201406904506983,0.23912352656890265,0.09056549228575024,0.07886516068622118,-0.2763005135995483,0.10282062078603167,0.6510332026578428,-1.0
2002-12-17,-0.12449889479275755,0.05907858410172673,0.028807627156882527,1.804311854925756,-0.034859244792962166,0.598402496297881,0.5475363169148972,0.008055218557619453,-0.014775828379345081,0.4427448686108909,-1.0
2002-12-18,0.0150151757092605,-0.04167466302677117,-0.5762538580221279,-0.9906544620934084,-0.11325027002313592,0.7374750238647617,0.6555703219131246,-0.35616522602141204,-0.04837481385516617,0.28626507460081285,-1.0
2002-12-19,0.03364321925986642,0.08077276038448468,-0.16853449277741692,-1.6825632949271818,0.004142283599068396,-1.4477773321659666,-1.3259697552180072,-0.7210777306027427,0.0020236643585660567,0.4023247930061838,1.0
2002-12-20,0.5005174193582925,0.502045946778085,-0.04860678197519112,-0.13505783665154994,-0.03511860669686229,-0.8481296525270698,-0.7857997302268669,-0.6207053005015807,-0.014775828379345081,0.022632551739732932,1.0
2002-12-27,0.01163400939496254,-0.488579724144967,-0.23078161608082415,0.9420824569230902,-0.03518398706060246,0.1324044714051049,0.11500744599471875,-0.4321071330951981,-0.014775828379345081,-0.08409893427236402,-1.0
2003-01-01,-0.373701521538084,0.05328508182940227,0.05856535143165966,0.060037763001647086,0.004142283599068396,0.5765994223560541,0.5113940316063996,-0.6835936933410749,0.0020236643585660567,-0.068923662450803,1.0
2003-01-02,-0.07784381018644276,-0.14402452019994227,0.7966579227507113,1.3807920633251614,0.0434685542587402,1.371744603691251,1.2680249175212601,-0.04340224130003576,0.018823157096477198,-0.007945263498650209,-1.0
2003-01-06,0.16315259070908109,0.3339489309520677,0.4405672492515761,0.6849943060449272,-0.13378713688280816,0.36640732950870397,0.33107545599117705,-0.021142081800160563,-0.05677456022412233,-0.061612812805015876,1.0
2003-01-07,0.18014110471934056,-0.12423973621447194,0.5196512377847424,-0.22053187876183494,-0.535548019053781,1.1423543342826707,1.0519569075248054,0.36048554933104904,-0.2247694876032313,-0.2563270374294094,1.0
2003-01-08,-0.07382422883780071,0.03818149295298515,0.5383282157777691,1.0878490037042732,0.004142283599068396,0.12690070667722084,0.11500744599471875,0.5629376055826998,0.0020236643585660567,-0.24102541024726135,-1.0
2003-01-09,-0.104507495922697,-0.15997339784470976,0.986783800271726,0.33507207515871834,-0.311345288166321,0.8562622456642384,0.7993537612925841,0.5158639454894489,-0.12817240436024316,-0.3637798215549579,1.0
2003-01-10,-0.1372723770777511,2.3588408133611934e-05,0.7786570455333413,0.14894676774570656,-0.6713723344154515,0.42898187886095773,0.40296717568090334,1.120935645209878,-0.2709680926324861,-0.6419203263515341,1.0
2003-01-13,1.0534560922723948,1.2267462138420675,1.0077821421338324,0.6954885200110247,-1.1185570978213069,0.5354731663683847,0.5113940316063996,1.7001067852066196,-0.4347631468271176,-1.0250886906457837,1.0
2003-01-14,1.11276713109744,0.06909708656098608,0.3039242467344085,0.7365597617372674,-1.1592712915237746,0.7572332463632211,0.7278548925301233,1.6164084172885893,-0.4292193142236067,-1.2677758516725304,-1.0
2003-01-15,-1.1239160059438214,-1.3780897761439486,0.2661631879802978,0.10111401357378426,-1.2518846622930282,0.4963656980867534,0.475251746297902,1.5194286132055832,-0.4403069794306272,-1.7564887587034486,-1.0
2003-01-17,-1.1056254480597076,0.09039822781986204,-0.17232131627279007,-1.5969091077038051,0.6326347730474902,-1.1170027048534483,-1.0737594599130549,0.31270685081621186,0.22041706995140725,-1.3891915112965778,-1.0
2003-01-20,0.19211742664601944,0.13325856363612235,0.1228672301497311,-1.7934069770464165,-0.29593062385105506,-1.5721038204136557,-1.506288330833233,-0.18378852613105584,-0.10297316525337706,-1.2431092871924865,-1.0
2003-01-21,1.2071977899113273,1.2725584628450413,0.04532932507375016,-0.9454388992639964,0.11260829753261635,-1.9726514240707984,-1.866139780209148,-0.5265714252959971,0.039822523018865824,-0.7640698674036565,-1.0
2003-01-22,-0.054491946602196015,-1.336102375085781,-0.13293646383868685,-1.9527577944183019,0.4330920801778191,-1.863041306027089,-1.6862140555211906,-1.6161800544546168,0.1532190989997639,-0.1444903790980803,1.0
2003-01-23,-0.7966556159129815,0.4082363761510282,-0.5518088270863172,-1.0757697385301204,0.004142283599068396,-1.3859200926045925,-1.2540780355282772,-1.4497955006512433,0.0020236643585660567,0.3442225279328377,-1.0
2003-01-24,0.02620782430811664,-0.3777975224963359,-1.4030174738008083,-0.4477419073040185,0.04331137955883145,-1.4561304002285858,-1.2898274699095096,-1.5928275322080463,0.015967243331031836,0.11492016323825772,-1.0
2003-01-27,-0.1393247733805656,0.21545749708917872,-1.4398366650866268,-1.8510447513407955,0.3165740259937227,-1.302760766430648,-1.1099017452215525,-2.082770181856405,0.11407628092043202,0.35324222231079794,-1.0
2003-01-28,1.4481951825002697,1.4710245334385041,-1.651607410919469,-1.3003133215226292,0.4649455883089642,-1.6397144568388171,-1.3978614749077405,-2.105345263375732,0.17001859173767506,0.4903346487064798,-1.0
2003-01-29,0.09901625682134428,-1.3557931482695793,-1.6613737012625127,-0.5260726004866934,-0.5732806164954117,-1.366802972491137,-1.1460440305300503,-2.19215761510548,-0.2079699948653202,0.09876078338753376,1.0
2003-01-30,-1.1214188847274686,0.04970860025928377,-1.7504517274408495,0.06488341312994997,0.9213612629550212,-0.07327528311692869,-0.06491827869323842,-1.6450195261210558,0.33801351911678396,0.4556454467707736,-1.0
2003-01-31,-0.21791996012191386,-0.3035803977235033,-1.6381624390636196,-0.645501586333726,0.04908125067819424,-0.831436995606484,-0.6773728743013739,-1.82916180668336,0.018823157096477198,0.4578904706511608,1.0
2003-02-03,-0.15433034681581062,0.12376491632206975,-1.8633303986041956,-0.6371716689099653,0.10851950581116117,-0.16410850754019374,-0.1372028493102371,-1.4309707574713693,0.04116648243789794,0.3769376457839174,-1.0
2003-02-04,1.904252399862945,2.093840291022973,-1.813360600949308,-0.8298372861987622,-0.8297267658557919,-1.5629495747096216,-1.2540780355282772,-1.4779888954817877,-0.30591103752734045,-0.1268119687651782,1.0
2003-02-05,0.41702407288032656,-1.6082577413779469,-0.7565580687443788,0.28312140159742266,0.004142283599068396,0.5951221634676881,0.475251746297902,-1.1352794125183403,0.0020236643585660567,0.09785998195556653,-1.0
2003-02-06,-2.034966130500074,-0.7617418086871012,-0.5990554296475445,0.4063829991047984,0.1964479474783123,-0.7097521833814221,-0.5693388693031467,-1.072116120093572,0.07207754907565478,-0.1841996465505865,-1.0
2003-02-07,-0.7352717519006999,-0.0946366846928366,-0.5231554588781778,-1.2578306992497374,-0.5211154020893993,0.24520004178773144,0.187292016611714,-1.0355859871079391,-0.18797859850720625,-0.4060599057311168,-1.0
2003-02-10,-0.07681438283334145,0.005096115028384953,-0.5990554296475445,-1.130968867851169,0.14320978760540026,-1.8658949001701344,-1.4701460455247355,-1.0274081432573103,0.051918157790160936,-0.3925621153239657,1.0
2003-02-11,0.05038185132099269,0.05349575437682228,0.10820155821081333,0.5136774567353116,-0.5069634638223663,0.3329226634770011,0.25918373630144725,-0.7084113951154719,-0.17991484199300872,-0.2669767589464248,-1.0
2003-02-12,-0.003432354846838157,-0.0575757845701979,0.4336480145962484,0.5874227405297839,0.14683407769399975,-0.35723850734855545,-0.28137913961695865,-0.7235269508704207,0.05242214257229829,-0.2114561972819927,1.0
2003-02-14,-0.09672898744430483,-0.055157287401755135,0.5310855021910585,0.28736476046499165,0.14597706475370598,1.4925346979998422,1.159990912523033,-0.4110193415375149,0.052422142572299484,-0.23109412933228116,1.0
2003-02-17,-0.11047052365596068,-0.07357914574775253,0.6444679524659588,2.1635330302973883,-0.04304138858832257,0.9916630064641744,0.7993537612925841,0.0004751271257039123,-0.014775828379345081,-0.04507826265188476,1.0
2003-02-18,1.005210777684802,1.244162566608143,0.29567987616720426,1.6179076426921366,-0.0748652355750429,2.3350464103958983,1.880479513129396,0.1524146211703518,-0.026031488513745413,-0.12993000797304466,-1.0
2003-02-19,0.11312004624262008,-1.1125059410145417,0.02629115652027749,-0.3640386297615993,-0.09844069793731616,0.4590836502710111,0.3672177412996746,0.07939587010208361,-0.03426323995532166,0.029023865713314338,-1.0
2003-02-20,-0.9572549355218624,-0.002393652780618502,0.32438442808028484,-1.7059077624004138,-0.21101427095996045,-0.8285605298223774,-0.6773728743013739,-0.05206544256283554,-0.07357405296203226,-0.11021288180938936,1.0
2003-02-21,-0.026101387927758568,-0.028086680723254938,0.2265606639731393,-0.09733013062685596,-0.2697761818335651,-0.943273541506362,-0.7857997302268669,-0.03974331056811204,-0.09322945946538876,-0.2719800942181129,-1.0
2003-02-24,-0.09252255865944467,-0.07974759404910409,0.4010572135860587,-0.4324995978273955,0.19771238437204794,-0.8845333706824179,-0.7135151596098716,-0.06573051691884157,0.06922163531020943,-0.17830417695619755,-1.0
2003-02-25,0.07264200920545467,0.1642635916600259,0.4372018147316615,-2.175264697129877,-0.11665296736596265,-1.327013966983826,-1.0376171746045573,-0.4474419989322355,-0.039975067486211185,-0.1945635445983976,1.0
2003-02-27,0.6524851634139972,0.5955363975078815,0.4169325289581704,0.3447180611206933,0.1249375345641002,-0.5231202357502079,-0.4251625789964217,-0.2335351670538004,0.044022396203343306,-0.10764835083584708,1.0
2003-02-28,0.11053516015872787,-0.4668901242479784,0.5322069931338006,2.6284613530229257,-0.07648038938025738,1.1755898527003386,0.9435300515993092,0.17225330098256986,-0.026031488513745413,-0.05530198631237671,-1.0
2003-03-03,-0.4861718893858684,-0.09938724741583847,0.5105318720028967,0.93798474364395,-0.4021681723344169,2.0222340066636937,1.592126932515946,0.4396144411798124,-0.13791611014823146,-0.1068149532569883,-1.0
2003-03-04,-0.13017420747297126,-0.052296050174086936,0.489033533774834,-1.1874682127884555,-0.3677617816740743,-0.07710669688729486,-0.0653111296205038,-0.07389044840668102,-0.12397253117576568,-0.3268377198410306,-1.0
2003-03-06,0.2584046443891981,0.3531507815590503,0.4405672492515771,-1.5867399062882932,-0.20519829135548248,-1.4240624151705314,-1.1460440305300503,-0.25934628485409283,-0.06803022035852266,-0.3612901994095935,-1.0
2003-03-07,0.3921045403400733,0.10341053832861913,0.4211861501958488,-1.5819049302371524,0.03790271833197648,-2.1373373317425544,-1.6862140555211906,-0.7912211507186412,0.013279324492966387,-0.3951549490416112,-1.0
2003-03-10,-0.346468169913725,-0.506989282551925,0.25285037887115763,-2.1510009279808795,-0.2342178677972634,-2.211834847472014,-1.6862140555211906,-1.2493568565692104,-0.07710194643699489,-0.4565297004966034,-1.0
2003-03-12,-0.2522528573256709,0.21313347269194927,0.12719623161646396,-2.6663408351046898,0.7491162972694406,-3.0200057001318763,-2.226384080512331,-1.8902884637630883,0.2520001162986813,-0.008571492434412997,1.0
2003-03-13,0.14130832425201362,-0.048648843954491934,0.7177025153241859,0.4915727636422477,0.18530363494655933,-0.5165851268602601,-0.3894131446151894,-1.451488315278895,0.06401379256145724,0.2066231006584619,1.0
2003-03-14,0.271835693787681,0.3651453442950385,1.2353056419975887,4.777979642515189,-0.17701906774842302,2.6450431262583067,2.0246558034361244,0.017697604949570504,-0.05996646384432513,0.2175874755326797,1.0
2003-03-17,0.09974874637260332,-0.2490609034948489,1.0316176664221826,3.717584346341036,0.3301136719925062,4.702833153933484,3.573274158719816,0.7534804307942189,0.11390828599305212,0.3312850877509318,1.0
2003-03-18,-0.004027085786096159,0.24428825103000265,1.0171887662498091,1.4535954453002828,-1.2127226541786238,3.431580973816076,2.7090021187339897,1.6946959554891783,-0.4078839584464595,-0.04944553292572549,1.0
2003-03-19,-0.15792697092145114,-0.4282923525169869,0.8070005180986992,0.8999124126282025,0.10118229674020077,1.5321733453491706,1.2676320665939913,1.7619057079608602,0.03394270056059638,-0.3015529498871613,-1.0
2003-03-20,-0.31855126880831125,0.0572255665250363,1.0803710708174568,0.011207783644981923,-0.12362497358010001,0.40129333149438257,0.3314683069184389,1.2107664202011443,-0.039975067486211185,-0.4217553060801235,1.0
2003-03-21,0.37140360962139257,0.3752274974951719,1.2003975345994742,1.4230268056481796,-0.4005571998578423,1.5071808036002603,1.3037743519024925,1.9602430104029376,-0.12951636377927647,-0.5087327158663937,-1.0
2003-03-24,0.15068577721759907,-0.19982190879935832,0.8886613868070985,0.011207783644981923,0.8021871020702315,-0.32530058289271885,-0.2809862886896932,1.1650731572558077,0.2635917662878391,-0.3250516419054526,1.0
2003-03-25,-0.09603104601251372,0.08790165779892513,0.4761996102128326,-1.0929175572200902,-0.3037779173303661,0.6044615792039472,0.5110011806791307,0.9817709918528938,-0.09994925656055298,0.02861356100153045,-1.0
2003-03-27,-0.182049144764706,-0.2999983869554363,0.5469757474543774,-0.0412327507726912,-0.4250674959164959,-1.5224610882856218,-1.3259697552180072,0.8497731090557816,-0.13791611014823146,-0.17614722604592173,1.0
2003-03-28,-0.4125278931866937,-0.1805133576648639,0.069421582801273,-0.7112399775674524,0.010381084262440715,0.0137972238712679,0.006973440996491367,0.6431470399662088,0.0040396034871142475,-0.1240062347223102,-1.0
2003-03-31,0.13201599577024092,0.3341761622202368,-0.04565495398718737,-1.21527161116832,0.12753920038381822,-1.6224962496879944,-1.3617191895992358,0.0387965271976797,0.04200645707479512,0.08147305678393768,1.0
2003-04-01,0.11711640956910087,-0.1978653811723012,-0.20840057668687695,-0.6221151122866992,-0.6831940748614406,-0.4611250113530213,-0.3894131446151894,0.3164489670047921,-0.2180496905080672,-0.4964802708906486,1.0
2003-04-02,0.23876626358379746,0.4758492998525973,0.004527433082941572,2.2162476873085013,-0.18669151211569765,0.7709814619964985,0.6551774709858593,0.9551930477474854,-0.05795052471577573,-0.4509226197165165,1.0
2003-04-03,0.2816073944718017,-0.14797269957575002,-0.2091202257831572,2.3228774534988066,-1.4587843468751782,2.4316219089852193,2.060405237817353,1.2813025908262303,-0.4419869287044192,-0.8531359392086809,1.0
2003-04-04,0.26716836309039305,0.459033637419257,-0.5544223814379076,1.8348933402312984,-0.7347697920052277,2.7798011878932503,2.420649538120536,1.3750201808826763,-0.21200187312241897,-1.1430698869702542,1.0
2003-04-07,-0.10733526012095404,-0.5841187499329417,-0.5260751669157276,2.026542014278345,-1.3077591008323133,2.2765208967331247,2.0604052378173567,1.8370849032300047,-0.3618533483445835,-1.7015362539044985,-1.0
2003-04-08,-0.3750773350061089,0.14722183844582176,-0.04547049238849387,0.6749522559765155,-1.3308445875868984,1.432477925658429,1.3037743519024925,1.443752306422842,-0.3480777642994976,-1.9535333673814852,1.0
2003-04-09,0.059316414005864265,-0.07822479807521539,-0.060430214551143314,0.05782613830524745,0.06732563075933158,0.8236127287474639,0.7636043269113554,1.2388677236359609,0.01815117738696113,-1.8546967486798276,-1.0
2003-04-10,-0.0724854799112933,-0.006274341293739436,-0.2154471296654604,-0.31893311076798586,0.1443830080903963,-0.4851535309874095,-0.4613048643049193,0.9863922225230236,0.03797457881769516,-1.230913492226028,1.0
2003-04-11,-0.02836976266096035,-0.02684773615945137,-0.7693232840908814,-0.5038472255181414,-0.18347009596318856,-0.1401591495611157,-0.1372028493102336,0.8772733306388445,-0.046022884871859335,-1.0164059309200042,1.0
2003-04-14,-0.2643817140962869,-0.2811333121441239,-0.34884500931526324,0.3413486780579496,-0.09022581421411976,-0.2533490087001972,-0.2452368543084645,0.7009190239781181,-0.021999610256646644,-0.5426706867390219,1.0
2003-04-15,-0.22447399994411604,0.01962869511510127,-0.3859468015842867,0.7573297812235535,-0.9106479201991384,0.7397800812004287,0.6913197562943568,0.8136927047015331,-0.2259454520948847,-0.3791745646889316,-1.0
2003-04-16,0.021227639129619013,0.0050102464398799,0.15290586965992228,0.43048449180065856,-1.3080649016356118,0.5105490488573571,0.475251746297902,0.8138787379269856,-0.3099429157844393,-0.9143311611201684,1.0
2003-04-21,-0.10794592013574714,-0.13080653218943142,0.3851543873675545,0.5144152644127006,1.2426878309064744,0.8812771819559173,0.8354960466010852,0.8024740063693013,0.29601478727200675,-0.4869870308688132,1.0
2003-04-22,0.15831209794475062,0.3150937163031543,1.2434038323492538,0.9239343860649766,-1.724106825552594,0.6467629134403995,0.6194280366046271,0.8470250250709835,-0.40402007511674,-1.086439978322481,-1.0
2003-04-23,0.7262709469796857,0.5306370251462188,1.7000444756686064,0.19228103924330325,-1.452352388440963,0.6865249849158436,0.6555703219131246,0.9171533998097476,-0.3178386773712575,-1.6164356444279238,-1.0
