,20d,40d,60d,80d,100d,200d
20d,1.0,0.9129886267683409,0.8508026848603009,0.8055835712762962,0.7683245726707654,0.6304116335967271
40d,0.9129886267683409,1.0,0.9537157697568053,0.909080501602233,0.8691895687196564,0.7175227063288441
60d,0.8508026848603009,0.9537157697568053,1.0,0.9713305785006602,0.9354550143717756,0.780526100406229
80d,0.8055835712762962,0.909080501602233,0.9713305785006602,1.0,0.9787452921389114,0.8342884108113987
100d,0.7683245726707654,0.8691895687196564,0.9354550143717756,0.9787452921389114,1.0,0.8807071011905862
200d,0.6304116335967271,0.7175227063288441,0.780526100406229,0.8342884108113987,0.8807071011905862,1.0
