,1d,2d,3d,4d,5d,10d,21d,50d
1d,1.0,0.7233940590774792,0.5779372435237806,0.4937373280591166,0.44313382304192894,0.29539322913364974,0.2093030304703384,0.1305377930293923
2d,0.7233940590774792,1.0,0.8261287375948346,0.7044447714547725,0.625768837517637,0.42152379818747465,0.29792971429321796,0.18630203771635537
3d,0.5779372435237806,0.8261287375948346,1.0,0.8715481504408914,0.7708136448371089,0.5192350631315802,0.36721130750261594,0.22572966638862124
4d,0.4937373280591166,0.7044447714547725,0.8715481504408914,1.0,0.8980589442178218,0.6027236772625509,0.4279757206178551,0.26166163026412637
5d,0.44313382304192894,0.625768837517637,0.7708136448371089,0.8980589442178218,1.0,0.6797458720920272,0.47825389822046027,0.2938678173150605
10d,0.29539322913364974,0.42152379818747465,0.5192350631315802,0.6027236772625509,0.6797458720920272,1.0,0.6807971215231522,0.4269360976905147
21d,0.2093030304703384,0.29792971429321796,0.36721130750261594,0.4279757206178551,0.47825389822046027,0.6807971215231522,1.0,0.6315371799119476
50d,0.1305377930293923,0.18630203771635537,0.22572966638862124,0.26166163026412637,0.2938678173150605,0.4269360976905147,0.6315371799119476,1.0
