,1d,2d,3d,4d,5d,10d,21d,50d
1d,1.0,0.572196287206924,0.46458302109224664,0.436673887413729,0.3774107529359766,0.3947562631096934,0.37391156888922167,0.3695633181296245
2d,0.572196287206924,1.0,0.6334356840860511,0.5307895687363829,0.4689571930435451,0.46257411807064575,0.4239127107666675,0.4199010518659365
3d,0.46458302109224664,0.6334356840860511,1.0,0.6542168194769196,0.5271993757598037,0.4810483556006106,0.4390506272219253,0.4229335140877735
4d,0.436673887413729,0.5307895687363829,0.6542168194769196,1.0,0.647271595809282,0.523808310358377,0.46211261444285895,0.4415130054007307
5d,0.3774107529359766,0.4689571930435451,0.5271993757598037,0.647271595809282,1.0,0.5211830062143239,0.44610109140583615,0.4064132305510348
10d,0.3947562631096934,0.46257411807064575,0.4810483556006106,0.523808310358377,0.5211830062143239,1.0,0.5346466658414947,0.40301180654828417
21d,0.37391156888922167,0.4239127107666675,0.4390506272219253,0.46211261444285895,0.44610109140583615,0.5346466658414947,1.0,0.450239512931359
50d,0.3695633181296245,0.4199010518659365,0.4229335140877735,0.4415130054007307,0.4064132305510348,0.40301180654828417,0.450239512931359,1.0
