,san_returns_1d,san_returns_2d,san_returns_3d,san_returns_4d,san_returns_5d,san_returns_10d,san_returns_21d,san_returns_50d,san_momentum_1d,san_momentum_2d,san_momentum_3d,san_momentum_4d,san_momentum_5d,san_momentum_10d,san_momentum_21d,san_momentum_50d,san_sma_5d,san_sma_10d,san_sma_15d,san_sma_20d,san_sma_25d,san_sma_50d,san_sma_105d,san_sma_250d,san_volatility_20d,san_volatility_40d,san_volatility_60d,san_volatility_80d,san_volatility_100d,san_volatility_200d,san_driftless_volatility_20d,san_driftless_volatility_40d,san_driftless_volatility_60d,san_driftless_volatility_80d,san_driftless_volatility_100d,san_driftless_volatility_200d,san_sgn_returns_1d,san_sgn_returns_2d,san_sgn_returns_3d,san_sgn_returns_4d,san_sgn_returns_5d,san_sgn_returns_10d,san_sgn_returns_21d,san_sgn_returns_50d,san_cds_returns_1d,san_cds_returns_2d,san_cds_returns_3d,san_cds_returns_4d,san_cds_returns_5d,san_cds_returns_10d,san_cds_returns_21d,san_cds_returns_50d,san_cds_momentum_1d,san_cds_momentum_2d,san_cds_momentum_3d,san_cds_momentum_4d,san_cds_momentum_5d,san_cds_momentum_10d,san_cds_momentum_21d,san_cds_momentum_50d,san_volumes_momentum_1d,san_volumes_momentum_2d,san_volumes_momentum_3d,san_volumes_momentum_4d,san_volumes_momentum_5d,san_volumes_momentum_10d,san_volumes_momentum_21d,san_volumes_momentum_50d,san_median_volumes_20d,san_median_volumes_40d,san_median_volumes_60d,san_median_volumes_80d,san_median_volumes_100d,san_median_volumes_200d,san_dvd_proxy_1d,san_stochastic_oscillator_5d,san_stochastic_oscillator_14d,san_rsi_14d,san_macd_12_26d,san_cci_20d,san_atr_14d,san_ad_1d,san_results_1d
san_momentum_3d,0.5356254494142716,0.7612286285791238,0.9281048099487709,0.7981314630109793,0.7048210861482944,0.4878418088499438,0.34692231425995507,0.2153875319139204,0.5646506167439411,0.8096132289884544,1.0,0.8579572216749097,0.7598172370277615,0.5320466581326918,0.3824266190057851,0.23282744357124371,0.00044942526421219725,-0.01591237418596273,-0.020864468172155773,-0.0229102773372556,-0.0252241021964224,-0.030546170971749432,-0.03280449194862105,-0.030202632651018524,-0.015065187038950219,0.0008197038055027927,0.01666266003980395,0.012037221913658497,0.015990397834718884,0.03724257903334958,-0.03637559412296635,-0.01575058350106366,0.0006772826470372847,-0.003716133217171428,0.004891585758635481,0.03034866205463732,0.3976124114552061,0.5714842875285981,0.7044648203567488,0.6083775978295454,0.5474325383333923,0.37010321333112045,0.2665356791212085,0.14844689864465965,-0.3866921589535303,-0.5020051731725917,-0.5396636795704446,-0.4638715236235448,-0.40098067380209196,-0.25203072925677267,-0.19889340051691043,-0.11571628720059772,-0.37065869878708385,-0.4943541408122356,-0.539753303312422,-0.46920311886651006,-0.4016874738379667,-0.2637162293275811,-0.2155830436234595,-0.1164661106195201,-0.007594262858117493,-0.03066111344637386,-0.031732342076745156,-0.034356174574664736,-0.029668608657669546,-0.032095423085923155,-0.028941665761163717,-0.07689937352050304,-0.06479727832374124,-0.024478177677905503,-0.012404710926783358,-0.02850535490803232,-0.01971236384852841,-0.014327136960512547,-0.009205748792484798,0.7390759198372834,0.5991991854782357,0.27009909461674486,0.025125705618578215,0.5423657000725001,-0.052107481077621004,-0.033171535231862975,-0.0061572589663425915
san_momentum_4d,0.45932600090083614,0.6512730580495435,0.802161806063366,0.9278510554524073,0.8239121824765487,0.5648522583708104,0.40034679245612476,0.24928040826448722,0.48443693154433065,0.6918284816858258,0.8579572216749097,1.0,0.8865925444316851,0.6143808936486511,0.43932647283252996,0.2685535037053932,0.011147542882064999,-0.01353500257875351,-0.021018362879290053,-0.024268843267435,-0.027303644077990446,-0.034629110440538735,-0.03771861262982556,-0.0350669082266345,-0.02593474079292422,-0.0042194742333688615,0.015580866636188129,0.011107114030231124,0.01613150212472402,0.04180974045025175,-0.049855718116416495,-0.02352688727334731,-0.0026411207446924664,-0.007237731457109612,0.003177616806558881,0.03359007153769437,0.3465050598303082,0.49641182892281427,0.6105423159827423,0.712331448668405,0.6329864963401457,0.43548624312149203,0.3129512586642634,0.17913110707818541,-0.3241466154770896,-0.4424589899028821,-0.515608211839274,-0.5471288567801237,-0.48377130632098203,-0.3027433944137732,-0.2343307813855254,-0.13869113195945668,-0.3021213882130222,-0.4247076559337609,-0.5051030584535419,-0.5445836793223661,-0.48493108742952684,-0.31259747746500866,-0.25177501343798775,-0.13835817838494774,-0.01307027701628207,-0.012435984065302691,-0.036272384344111064,-0.04039653130705263,-0.03220256502857608,-0.02723145233966076,-0.032426661301000075,-0.08530821131575594,-0.08120518569138072,-0.032525661486713174,-0.01587906834214419,-0.03365966062541143,-0.024367076051509288,-0.016833754134814385,-0.01080087555946597,0.7509049975712114,0.6552184214476096,0.31397335913628843,0.03723622262378359,0.6127107884837619,-0.06843996881008287,-0.03840774020085114,-0.009337362351025483
san_momentum_5d,0.4157712403626592,0.5814974814898175,0.7120029305505381,0.828185716259278,0.9277630826588289,0.6331754657026314,0.4432935998431605,0.28030711666734887,0.4365260720615286,0.6165253239397164,0.7598172370277615,0.8865925444316851,1.0,0.6859839492981841,0.4837779370614922,0.30109301163848756,0.02468797449138315,-0.009515233530940734,-0.01982027133579545,-0.02450849965016239,-0.028264500355326624,-0.03774282421954849,-0.04179175520739024,-0.03927867709251786,-0.03916978898338251,-0.01102383725935082,0.012632648890401813,0.008429010408903976,0.014962770907071977,0.04501212084719134,-0.06505210575560479,-0.03189321945867374,-0.007277577288892036,-0.011643277356738351,0.0003543053438561883,0.035732693612501934,0.308480501616943,0.4460763576975408,0.5450378838646142,0.6309805935612808,0.7129212140638774,0.48698433734264396,0.348792532613347,0.2064498726463027,-0.283970422080174,-0.3848066185346848,-0.4622669136707287,-0.5223248802647508,-0.5459918378318463,-0.3451978504085147,-0.25968465585976436,-0.15796803933038658,-0.2558067748627694,-0.35880302829752186,-0.4407173959889645,-0.508529596832713,-0.5396921682684217,-0.3492206136926618,-0.2757289528141025,-0.15492257451887767,-0.014883577492539999,-0.018819512241974437,-0.022851106200285153,-0.04618159595561608,-0.040785615869271395,-0.027837728063649262,-0.0441194735963455,-0.09598979052571721,-0.09605460703295975,-0.041544488655718304,-0.019837367180038434,-0.03828405314063744,-0.02854467734319723,-0.0188525984978082,-0.012122997229372092,0.7100605111300461,0.6922077666538046,0.3495686635115501,0.05068058317309577,0.6644754717501011,-0.0850246136017268,-0.042692557718072593,-0.007684607509060678
san_momentum_10d,0.2900311946595397,0.4088219327068319,0.49911962483519734,0.575019840170499,0.6409459801027403,0.9277115422643507,0.6263196104737739,0.4111266839964686,0.3051766045846399,0.43417926946340457,0.5320466581326918,0.6143808936486511,0.6859839492981841,1.0,0.6778739779957295,0.4381189427526272,0.06779932153807672,0.02726456606539867,-0.002235655092953102,-0.016053555975356806,-0.024823375795531084,-0.04692705357740144,-0.05733577315657763,-0.057149347589187785,-0.11241362170740425,-0.05156066431168112,-0.01100010519948538,-0.010881672183751431,0.0019605154390027807,0.05385460477740317,-0.1436296371780161,-0.07996049778291826,-0.036884469655701885,-0.037371109551643904,-0.017999700269723907,0.040106483358703836,0.22639409270936847,0.3155324556264547,0.3799059616290564,0.44890061389317687,0.49397644810566904,0.7165670171544862,0.5037919359197164,0.32482437877128617,-0.1997507409615255,-0.27028603283458247,-0.31655741247213115,-0.3564286606693391,-0.3936242428395588,-0.5357105899722397,-0.3510589834802563,-0.238106268355062,-0.17104204927648875,-0.23910186172250525,-0.2850428627534013,-0.3245129383361391,-0.3596737330212887,-0.530973930735233,-0.36006034587292046,-0.22518703304848,-0.001514220433806044,-0.0020116563261625264,-0.007002343478078314,-0.01477992732788858,-0.020888511608047847,-0.04108562045337673,-0.05064469460965281,-0.13228391241841161,-0.16085579683459406,-0.08381647154354807,-0.037392208786865645,-0.05966816216580564,-0.047382876630944155,-0.02401638724252709,-0.015752978445421235,0.510620495983072,0.756050810456427,0.476822821835834,0.1300268621226234,0.7715562651834361,-0.16196291188131118,-0.05668761537319731,-0.005581943719472426
san_momentum_21d,0.20849597659292848,0.29085129324850184,0.3518122405148024,0.4035353164981799,0.4445023164880162,0.6245342894079544,0.9259806310220985,0.6053221227602521,0.22410605664555927,0.31471063581680486,0.3824266190057851,0.43932647283252996,0.4837779370614922,0.6778739779957295,1.0,0.6532741741236452,0.12526389958800993,0.09791699181728845,0.07068350141790535,0.04345501299907895,0.01810649781510538,-0.03851516094446395,-0.06790971459118982,-0.07821334093658254,-0.3083297665497063,-0.17348732958382268,-0.0973574485901643,-0.07197310044300362,-0.05153730915924691,0.04580952744910296,-0.3412217086449235,-0.21196908196504338,-0.1295957467091394,-0.1086326774168443,-0.08199775064819849,0.025519035738646115,0.16298734261709277,0.2231944087656098,0.25980358411725557,0.301007813675149,0.33462288914957383,0.48870520069823814,0.7248189750855537,0.47594032747317844,-0.1451347291234137,-0.19877459298533928,-0.23451529111389458,-0.26666177440548927,-0.2924992590560813,-0.3914531591035644,-0.5380431273970891,-0.3612161065290586,-0.12730526869702027,-0.17657711850600272,-0.2112026857494705,-0.2419418915561714,-0.2661283342304114,-0.36150867392727676,-0.540072906402743,-0.33704136484502945,-0.0018006159850890964,0.0011417478022572268,0.0049771148693067615,0.006385035426399563,0.01690501021812519,0.03543742452654991,-0.0010388170345078124,-0.12210738890646146,-0.22468274537190744,-0.1695734418108552,-0.07869343269528127,-0.08979920356490251,-0.08693534521465603,-0.03034462763153121,-0.021868152758772307,0.3545151817270015,0.5761795961597246,0.40002140170335343,0.3167703626966614,0.6355586155128627,-0.2737743886237306,-0.07815206746440036,0.004578697248657859
san_momentum_50d,0.12867172298055726,0.18017265345219513,0.21671463536318195,0.24944172388680072,0.2788137873226982,0.40350431263308467,0.5986942000570812,0.9270145698758204,0.136637519958609,0.19287320405069167,0.23282744357124371,0.2685535037053932,0.30109301163848756,0.4381189427526272,0.6532741741236452,1.0,0.22292352860740108,0.20559202501606588,0.18786010810085546,0.17024334567573682,0.15182923738580037,0.05747312600290288,-0.04323547402850135,-0.09716993851493694,-0.4644255426106087,-0.42691620288552956,-0.30880918460681606,-0.22868277336436205,-0.17865329001704114,-0.0066135010052250105,-0.4906597929710843,-0.4649794434458631,-0.3527317023116125,-0.2767732405486487,-0.22644170761677493,-0.03722678298192786,0.09598142174303177,0.14710129196843177,0.16787001356612144,0.19953465005021945,0.2137202312427072,0.3217496933615352,0.4664020924522046,0.7383854982667588,-0.07271505779125534,-0.10067485339258717,-0.12124719861568502,-0.14006245602718104,-0.15492839169152403,-0.21874383330926234,-0.3318120909163558,-0.5364968103789126,-0.07204604049587247,-0.09974107910112039,-0.11937168453161069,-0.13678343029371962,-0.15053572290999662,-0.21687802733596565,-0.3476620059517578,-0.5409419043589405,-0.003224635592370791,-0.0025202902588221635,-0.0025659607474738935,-0.004816047691722345,-0.000681563930243747,0.006058109850997914,0.020666313955164245,-0.06171292107967245,-0.20731045453123623,-0.2649390806106752,-0.20540759796848895,-0.1544140394446531,-0.13982492019499485,-0.059391600132881445,-0.024181872528237877,0.22789207008678597,0.3696258726645537,0.27172290978584474,0.6874035269175358,0.40240746535715516,-0.3560638961379446,-0.11004444683049516,-0.006285379551584446
san_sma_5d,-0.0033127535129363057,0.0018357373184272015,0.011065865359278627,0.022849526464872216,0.03696887700080249,0.08155662116999542,0.14862821918680788,0.26172934213859367,-0.009799882022569598,-0.006954635584289501,0.00044942526421219725,0.011147542882064999,0.02468797449138315,0.06779932153807672,0.12526389958800993,0.22292352860740108,1.0,0.9988256697896564,0.9969850885470171,0.9950157637828977,0.9929650706429782,0.981351736882477,0.9556084156899002,0.8814709731057985,-0.2889181468785215,-0.31077025375479195,-0.31518050189129587,-0.3130522603398489,-0.30947956120658615,-0.26365231232613834,-0.29888079766422987,-0.32737679033366446,-0.3394751005965713,-0.3446223016632228,-0.3471201844791853,-0.32013052103005624,0.006817123407687308,0.0261036336486426,0.024980371794497486,0.03378097355374116,0.05536262577652633,0.11200399498272631,0.16216901623577287,0.23302517130575748,0.04413145130009333,0.0527696705103562,0.055825815239743,0.05699791150488547,0.05711340259676917,0.067726418543573,0.08432731588626118,0.10762614754653786,0.024204369682868772,0.026793814185453926,0.025933387899716862,0.023634183642170906,0.020564752194921862,0.017382729792627644,0.0180413082858925,0.01808151658532679,0.001766746040552763,0.002993670284115797,0.004123616838005155,0.004626199880302911,0.005242067105838079,0.009165017193407463,0.015202052538793604,0.004408403351015495,0.019446420920208516,0.03588616324372318,0.04702000927227407,0.05364411401488036,0.051597123579543575,0.07145918938726013,-0.5339008016999219,0.07322945967502002,0.14452726485047276,0.07503178264289452,0.3975333815410819,0.08809548317617732,0.40733278182167837,-0.5695372777619017,-0.0003368621746883552
san_sma_10d,-0.007345553382133337,-0.007280894916962974,-0.004488310195289274,-0.00045118399845000575,0.004939881392065877,0.04382218867270039,0.123294183068168,0.2455375530262913,-0.013855176803497618,-0.016403601457446015,-0.01591237418596273,-0.01353500257875351,-0.009515233530940734,0.02726456606539867,0.09791699181728845,0.20559202501606588,0.9988256697896564,1.0,0.9992410084296103,0.9977833773802286,0.9960530152236562,0.9852733973264115,0.9598642644669295,0.8855439232145274,-0.285097393965009,-0.3094644866056715,-0.3155530356395082,-0.31337219668531024,-0.3103101477317117,-0.26645909021307357,-0.29381918410030905,-0.32492449937371215,-0.33881087559424283,-0.3438833586356393,-0.3471812030687687,-0.32247796923372235,0.0033995392978423615,0.01876454056774956,0.01252465019043835,0.015655334451466184,0.03082657852604192,0.0828125794101606,0.14166602024952896,0.22013730800994058,0.04757781925791688,0.05972944202068074,0.06709478801608573,0.073227214396404,0.07819791477318781,0.09010744808180376,0.099318350855068,0.11774177772541095,0.02622560172906282,0.03191863153999924,0.03516398108042112,0.03789242346331491,0.04002126463797386,0.03924411275262498,0.033388727395106295,0.027507409962252396,0.0019299353911055826,0.003400916440942759,0.004799029860356864,0.0059980505924093815,0.007116367582574746,0.010905529308755648,0.018418783732500516,0.010096118321017082,0.0262004373249787,0.03936215617067755,0.04865388284932681,0.05617961252719422,0.053626700832738045,0.07264851224005289,-0.5342494697699026,0.05479907928693318,0.11299775519575274,0.05522074726694053,0.3932986907319088,0.05456814008087491,0.4148400456452916,-0.5682497214417425,-8.421488062483476e-05
san_sma_15d,-0.008402619525923909,-0.009845397589954738,-0.009028820022590148,-0.0073682342150064315,-0.004626681022581728,0.016320807391884854,0.09807766734323263,0.228975685457432,-0.01505672323643341,-0.01923968854883314,-0.020864468172155773,-0.021018362879290053,-0.01982027133579545,-0.002235655092953102,0.07068350141790535,0.18786010810085546,0.9969850885470171,0.9992410084296103,1.0,0.9994416458068238,0.998242115453121,0.9887237032614935,0.9639115267386236,0.8895983527543028,-0.27848707453545263,-0.3062028441309629,-0.31431561458333396,-0.3124355424847773,-0.3100448910684253,-0.26863986955833874,-0.28615245719046434,-0.3205812511552209,-0.33668664572602525,-0.3420132754702704,-0.3462034817148642,-0.3242003877289869,0.002215172868773429,0.0166082237654065,0.009258766208298646,0.010241447738314478,0.023286594256689754,0.06171362234822629,0.12114539696303311,0.2065668154404211,0.048817586371202745,0.06211621796120462,0.07073961352635207,0.07832947346058908,0.08494750263377313,0.10762179217972363,0.11359887136990775,0.12810775071183791,0.026425281110639385,0.03293053569275097,0.03723034440550705,0.04126459775982627,0.04491413948863853,0.055363423418037884,0.04722361246362271,0.03673689851177544,0.0014968472139709277,0.0027160963691994673,0.0039481962647223,0.005084722217548191,0.006259426646224219,0.011293020124411138,0.01931583804990463,0.01479687303706471,0.033518136776922204,0.04382238034028002,0.05062635953429473,0.05893329626483784,0.05599993167604232,0.0736441869049368,-0.5347102366430302,0.048969832918706976,0.09201235097850254,0.03652393982617452,0.3863060769173823,0.030999309712285802,0.42365075783894973,-0.5671995515614011,1.8757724644755903e-05
san_sma_20d,-0.008679391380850216,-0.010777403762795445,-0.010814253734036498,-0.010253154391810869,-0.008824625529464671,0.00356891359222022,0.07280628674005599,0.21267891739635963,-0.015406239062280343,-0.020332082909358635,-0.0229102773372556,-0.024268843267435,-0.02450849965016239,-0.016053555975356806,0.04345501299907895,0.17024334567573682,0.9950157637828977,0.9977833773802286,0.9994416458068238,1.0,0.9995557913543802,0.9917079851290092,0.9677218738232201,0.8935875286918974,-0.26956520422655517,-0.30137357352467814,-0.3117809336727018,-0.31066457597573216,-0.3089178587702935,-0.27029917521225044,-0.2763806284054265,-0.3146843212809895,-0.3333422062454278,-0.3393026432477671,-0.3443175815613157,-0.32539188277651965,0.0018121797745111645,0.01591976273457482,0.008341276811159532,0.008308103108014782,0.02015974187493802,0.05143645261287002,0.10130592543565764,0.19338268803503333,0.04987755505761359,0.06383679856442599,0.07313116545599799,0.08145762021671743,0.08891948207977868,0.1166624782722092,0.12846871632858944,0.13841163795425868,0.027077814922707166,0.03402887442664835,0.03879422341898669,0.0433631742451679,0.04766512491394687,0.06273922117280391,0.061476973615716,0.04593285497713187,0.0009634466610051638,0.0018249824049627553,0.0027094384857617934,0.003587975669642434,0.004507762419542099,0.009150775094665312,0.018467070457607024,0.0175582418209321,0.04046154461765289,0.049061342815767774,0.05300370914390726,0.06172731151148694,0.05871063571452977,0.07459411643196681,-0.5351559874768724,0.04653441473347422,0.08079277701772594,0.025449611935656875,0.3773155224864796,0.016012354245038576,0.43287341322364276,-0.5661942189210452,0.00020581104928311684
san_sma_25d,-0.009390996886767247,-0.01202657100181526,-0.012674880475094354,-0.01275489109608967,-0.011986718792020339,-0.004302814521914395,0.049360729284164684,0.19585617624592155,-0.016327578217312115,-0.021914878203812816,-0.0252241021964224,-0.027303644077990446,-0.028264500355326624,-0.024823375795531084,0.01810649781510538,0.15182923738580037,0.9929650706429782,0.9960530152236562,0.998242115453121,0.9995557913543802,1.0,0.9942317295489403,0.9713174190422347,0.8975368180707511,-0.2588496648000648,-0.29528343823572656,-0.30813425882198375,-0.3082357563044495,-0.3070771237275797,-0.2715076358476876,-0.2650289817952263,-0.3076208163523777,-0.32891827556901615,-0.33594121195647375,-0.3416528320345264,-0.3261407577811025,0.001138120979298949,0.015009247233516345,0.007238751439967599,0.006793708367517082,0.018232875482089905,0.045395578045489375,0.08327430851279216,0.1803114091049152,0.05043325667614068,0.06486313019264132,0.07467139272748867,0.08355566064844704,0.09162082726398595,0.12269733592488556,0.1429425720468937,0.14920153240621403,0.02753771639822526,0.03487953294850573,0.0400890090438032,0.045152370016659116,0.049983105183063155,0.0678873545586622,0.07560906349842807,0.055863888724726134,0.0007806784324547712,0.0015205248752268316,0.002261760560621251,0.0029558539682433137,0.003577293873237021,0.00697156339519092,0.01716168799835735,0.01968490772253708,0.04646283335627552,0.05479560718899802,0.05585281837189561,0.06433306234677989,0.06158098721493906,0.07552714009585179,-0.5357085959805725,0.04463929951023942,0.07415161916632491,0.020194713070136833,0.3667435430515637,0.007247346840568433,0.44209710360446997,-0.565280405999885,-6.154960551745577e-05
san_sma_50d,-0.010897218406638104,-0.014829284617378412,-0.016963818599073973,-0.018745389151699023,-0.019823475144511972,-0.023369238960934645,-0.001437929834722126,0.10980604082564252,-0.01827155204534334,-0.025444691484599626,-0.030546170971749432,-0.034629110440538735,-0.03774282421954849,-0.04692705357740144,-0.03851516094446395,0.05747312600290288,0.981351736882477,0.9852733973264115,0.9887237032614935,0.9917079851290092,0.9942317295489403,1.0,0.9861639173809936,0.9166384702482908,-0.2105151039773798,-0.2543947003642288,-0.28065428882992294,-0.2893430331660616,-0.29215708692843223,-0.2732125572384422,-0.21439059880696965,-0.2630471635502948,-0.2973450495200554,-0.3127437795471618,-0.32233301810555914,-0.3254681272445075,0.0001601368492810913,0.011686324535940788,0.0035882087096055326,0.0011099419184987518,0.012262783192438164,0.029298566606464984,0.043986302390401036,0.11200900600659744,0.051298326354616744,0.06650235991831835,0.07717343778267313,0.0870660964852159,0.0962824304785073,0.1346687638359968,0.17395993476109997,0.2026822935961163,0.028678564379256675,0.036823665952823534,0.0429113562541228,0.049008716031264436,0.05502466922121609,0.08041464441360262,0.1074148846291224,0.10855613791035577,0.0005002357342339015,0.0009583069339107231,0.0014019194750121934,0.0017702381095473126,0.002028763869093023,0.0032621283548128375,0.0087782685072726,0.023428570653714568,0.06510153750800196,0.08393669555524325,0.07674327604727418,0.07848544619722277,0.07641444350727825,0.08147204582678677,-0.5394614435327184,0.038897786721676944,0.05799109985654204,0.007066271966912054,0.30032495111774066,-0.013093950477301943,0.48292840943976223,-0.5612226745548796,-0.00022036634482314676
san_sma_105d,-0.01163026636715284,-0.015930851014072392,-0.01862928067776061,-0.02113476760462084,-0.023087801489771888,-0.03245364250499308,-0.02854167673729136,0.016772259250867644,-0.0192645622283031,-0.027010904167061988,-0.03280449194862105,-0.03771861262982556,-0.04179175520739024,-0.05733577315657763,-0.06790971459118982,-0.04323547402850135,0.9556084156899002,0.9598642644669295,0.9639115267386236,0.9677218738232201,0.9713174190422347,0.9861639173809936,1.0,0.9537562626262326,-0.12899601990957618,-0.16347883742915353,-0.1911992901931505,-0.211604592813337,-0.22869758278820917,-0.2554368612200536,-0.13286412752354773,-0.1712267033512197,-0.2048913611786886,-0.22997466745634934,-0.2526558537949656,-0.3033549766860967,-0.0009610899003883952,0.009289155984759358,0.0007181463137450885,-0.004390541901780494,0.007451653617852785,0.023150739883065412,0.0218030164682822,0.03678929751106246,0.05061615331621434,0.06581543057006853,0.07663882204293833,0.08676880056709282,0.09635119658547772,0.13734258445557648,0.18642470902636613,0.25655222622630247,0.02950459688500046,0.03809459777708408,0.04464519597494399,0.05127559160821176,0.05792048554936429,0.08695040278028679,0.12480941812231128,0.16734915212640672,0.0005280783243560264,0.0009902190822763108,0.001433491003275264,0.0018006876387175472,0.0020563314009313617,0.003334559032027192,0.008513985623666427,0.023214374656783044,0.10542754850149133,0.14244898179000412,0.13714517607821888,0.13044929259425853,0.1192969635207513,0.10117140176167501,-0.5508715333726163,0.033733640194078776,0.0488801848600923,-0.0017214254860597926,0.1532383697991717,-0.023953953683763334,0.5503008170371682,-0.5569261894362276,-0.0009914811379095315
san_sma_250d,-0.009633307625752036,-0.013215217168585609,-0.015548973145156507,-0.01789820998688167,-0.019893940117268586,-0.030943323549076897,-0.036503795799361395,-0.03208680745716482,-0.017522329357387526,-0.024680714628837357,-0.030202632651018524,-0.0350669082266345,-0.03927867709251786,-0.057149347589187785,-0.07821334093658254,-0.09716993851493694,0.8814709731057985,0.8855439232145274,0.8895983527543028,0.8935875286918974,0.8975368180707511,0.9166384702482908,0.9537562626262326,1.0,0.026453600576406187,0.013058110426630796,0.00033515178732061523,-0.008264919557627303,-0.01871252759742328,-0.09871930058778593,0.019380516865061283,0.0013024847922065424,-0.016424905436435776,-0.028012873528514778,-0.0419512405533133,-0.13768328284941383,-0.007937117660092776,0.007958953202079521,-0.002754219903170873,-0.012125041534312054,0.003348028548770963,0.020008918421436015,0.002423511104043402,-0.012280007176616562,0.04688353814232215,0.06111170306398511,0.07131948646737404,0.08093846825381186,0.0901288333375511,0.1302795753015227,0.18240252810547694,0.27419711862121054,0.02729050555326767,0.03535537823006043,0.04156627843601772,0.04789808941080747,0.05430857477923449,0.08313344969832256,0.12472860235454539,0.19067057700579007,0.00045371716237434977,0.0008426832428604869,0.0012187648688375382,0.0015201729891611507,0.0017120534772318422,0.0027692213335069,0.006980724145388937,0.01937978832252264,0.19105409933960196,0.27449021661379475,0.2887959107099059,0.2807846418840716,0.2681809267852481,0.20787402848301664,-0.5943672053300438,0.023333382372609016,0.03710577104728814,0.02018327069349112,-0.06266220057754539,-0.03306211467915423,0.6630926124577493,-0.5637195698141668,-0.007726649161542303
san_volatility_20d,-0.0011185379617636227,-0.004271907760158085,-0.012954240857266772,-0.023546061157530416,-0.035392401082063575,-0.10323343376605673,-0.3116633864431899,-0.47297047706749573,-0.0012768379573430573,-0.005623409005596061,-0.015065187038950219,-0.02593474079292422,-0.03916978898338251,-0.11241362170740425,-0.3083297665497063,-0.4644255426106087,-0.2889181468785215,-0.285097393965009,-0.27848707453545263,-0.26956520422655517,-0.2588496648000648,-0.2105151039773798,-0.12899601990957618,0.026453600576406187,1.0,0.9129886267683409,0.8508026848603009,0.8055835712762962,0.7683245726707654,0.6304116335967271,0.9542382668680489,0.8867901544018162,0.8356187086237605,0.7997712365939226,0.7638057411825128,0.6267731111268066,-0.011353743395736545,-0.009251918228990241,-0.017718087710665246,-0.030105985018029167,-0.021599056376056566,-0.05828572270253789,-0.1997873891167169,-0.2993256904168491,-0.0322303992617493,-0.036954972506726885,-0.03613504318303937,-0.032021530886551915,-0.025679373173860372,0.015248154386178697,0.15720161889961498,0.2984441586720131,-0.026075895262920284,-0.031183145404568343,-0.03103136770513929,-0.02860566887841175,-0.025239453270843516,0.0005528234127188435,0.12505465491388357,0.2899830603316889,-0.007074607293101421,-0.01433315083249606,-0.02091091764752991,-0.025635698895872146,-0.030749537466614,-0.0399146137824272,0.008799438369853207,0.06732300713179612,0.4920861782803665,0.5479342812727737,0.510109338588084,0.49727358192300636,0.4732217887053355,0.3751078032167837,-0.10113320634922639,-0.024368557470944657,-0.07138543203413593,-0.05009051380370904,-0.6421199917569307,-0.10450896990319031,0.6383720866710454,0.05770848786466972,-0.00812519905375113
san_volatility_40d,0.003135592065391861,0.003322179594332036,0.0013771555595095204,-0.003381164294158613,-0.009383717598884355,-0.04663891521611033,-0.1757768424614034,-0.44146525052826346,0.004023293152381246,0.0033148462453235945,0.0008197038055027927,-0.0042194742333688615,-0.01102383725935082,-0.05156066431168112,-0.17348732958382268,-0.42691620288552956,-0.31077025375479195,-0.3094644866056715,-0.3062028441309629,-0.30137357352467814,-0.29528343823572656,-0.2543947003642288,-0.16347883742915353,0.013058110426630796,0.9129886267683409,1.0,0.9537157697568053,0.909080501602233,0.8691895687196564,0.7175227063288441,0.8881880597751202,0.970519646636194,0.9363897904789951,0.9005854468081256,0.8649482871289553,0.7131659226059869,-0.010881607335080654,-0.00887695237325533,-0.009655690910645706,-0.022031934283994675,-0.013845657626907544,-0.02119796308515053,-0.10903926327606525,-0.2725207303343141,-0.034996915840546323,-0.04394632963333262,-0.04874441997696297,-0.0507445753638229,-0.05064829268605238,-0.04391588035739493,0.02301871576110291,0.23551340913059354,-0.028342123719495037,-0.035873725606377097,-0.039985491519583055,-0.04185309101654485,-0.0424409017565383,-0.04154397682325016,0.015346152690932617,0.22150767337965757,-0.005730355400727971,-0.010446790880937229,-0.014186956527317784,-0.01766423948252396,-0.020825493277397956,-0.030215419462611838,-0.03044498626511567,0.031150788492426053,0.437247122477554,0.5941575733105671,0.5708558248395045,0.5427097129921442,0.5239767071727672,0.4125656126865486,-0.11424735881684207,-0.01795542403388959,-0.03155106654355805,-0.0017099922830422704,-0.6803651870501712,-0.05390187484267168,0.6134082253979896,0.05275846624034549,-0.01127986511437333
