Dates,san,bbva
06/08/2001,13113405,12846720
07/08/2001,19467158,6151041
08/08/2001,11143243,10294751
09/08/2001,12502808,11110183
10/08/2001,14965928,11806128
13/08/2001,17910622,9175782
14/08/2001,13745517,15467195
15/08/2001,13745517,15467195
16/08/2001,16039209,13353827
17/08/2001,26432530,24444301
20/08/2001,13204282,7829365
21/08/2001,12607240,9272243
22/08/2001,20798024,17058633
23/08/2001,20521250,11028385
24/08/2001,17494625,13426932
27/08/2001,9791463,6677717
28/08/2001,15944594,10122233
29/08/2001,16841940,10902766
30/08/2001,65967897,7206263
31/08/2001,15720015,11372638
03/09/2001,13670799,7857291
04/09/2001,14218289,10226131
05/09/2001,18892327,10754894
06/09/2001,21142110,14801894
07/09/2001,31706551,21955397
10/09/2001,22822283,16901599
11/09/2001,28591601,24007108
12/09/2001,29472291,22178943
13/09/2001,17707496,20507936
14/09/2001,29134531,19750716
17/09/2001,32381101,18927079
18/09/2001,27076511,22012814
19/09/2001,33323046,31663242
20/09/2001,34914423,26542831
21/09/2001,47759826,43599040
24/09/2001,37323452,31465964
25/09/2001,46461488,48510098
26/09/2001,44235047,31794142
27/09/2001,36074057,41841385
28/09/2001,32755163,30894745
01/10/2001,22458426,25050860
02/10/2001,47147146,26046009
03/10/2001,35282872,30659624
04/10/2001,38922500,36409419
05/10/2001,58872608,34215600
08/10/2001,23324817,24734971
09/10/2001,13943172,17597147
10/10/2001,25199964,25854065
11/10/2001,31588501,26935536
12/10/2001,31588501,26935536
15/10/2001,23008745,25295739
16/10/2001,23507462,15134025
17/10/2001,37476486,27227302
18/10/2001,24026400,17760934
19/10/2001,23586322,19659459
22/10/2001,26167347,13663502
23/10/2001,26902363,22093856
24/10/2001,29716345,21046629
25/10/2001,22793095,18915522
26/10/2001,29952637,23459155
29/10/2001,34958145,25101130
30/10/2001,42262326,26051930
31/10/2001,29157787,25358056
01/11/2001,15838506,9776182
02/11/2001,26693784,16674994
05/11/2001,33801565,16619933
06/11/2001,26801763,24040506
07/11/2001,20065631,24277620
08/11/2001,24052015,20619351
09/11/2001,17259091,10841490
12/11/2001,17217231,12617301
13/11/2001,27256809,15214934
