Dates,san,bbva
23/11/1999,9.7113,12.6626
24/11/1999,9.9772,12.8067
25/11/1999,10.0322,13.018
26/11/1999,10.1147,13.3543
29/11/1999,10.0781,13.2774
30/11/1999,9.9772,13.1141
01/12/1999,10.0414,13.1525
02/12/1999,10.0047,13.2198
03/12/1999,9.8488,13.0661
06/12/1999,9.8488,13.0661
07/12/1999,9.858,13.4023
08/12/1999,9.858,13.4023
09/12/1999,10.0872,13.46
10/12/1999,10.1698,13.5945
13/12/1999,10.2064,13.6233
14/12/1999,10.1881,13.4792
15/12/1999,10.2248,13.5176
16/12/1999,10.2248,13.508
17/12/1999,10.4082,13.4504
20/12/1999,10.6374,13.5945
21/12/1999,10.5457,13.5272
22/12/1999,10.3165,13.4888
23/12/1999,10.3257,13.4504
24/12/1999,10.3257,13.4504
27/12/1999,10.4999,13.4984
28/12/1999,10.4999,13.508
29/12/1999,10.0506,13.4408
30/12/1999,10.3532,13.508
31/12/1999,10.3532,13.508
03/01/2000,10.5457,13.6905
04/01/2000,10.3073,13.4504
05/01/2000,9.9955,13.1429
06/01/2000,9.9955,13.1429
07/01/2000,10.0139,13.2486
10/01/2000,10.4724,13.2774
11/01/2000,10.2706,12.8739
12/01/2000,9.8305,12.6433
13/01/2000,9.9038,12.4416
14/01/2000,9.8121,12.2975
17/01/2000,10.1789,12.5377
18/01/2000,9.7204,12.3071
19/01/2000,9.1794,11.8555
20/01/2000,9.3536,12.1053
21/01/2000,9.5187,11.942
24/01/2000,9.2619,12.0477
25/01/2000,9.1702,11.8171
26/01/2000,9.3811,12.2975
27/01/2000,9.6012,12.6145
28/01/2000,9.5554,13.1717
31/01/2000,9.2619,12.9316
01/02/2000,9.3903,12.9027
02/02/2000,9.427,12.9316
03/02/2000,9.372,12.8931
04/02/2000,9.5829,13.1141
07/02/2000,9.6654,12.8067
08/02/2000,9.8672,12.528
09/02/2000,10.0872,13.0661
10/02/2000,9.7479,12.5857
11/02/2000,9.6287,12.528
14/02/2000,9.4637,14.4111
15/02/2000,9.6746,15.2758
16/02/2000,9.9313,14.6993
17/02/2000,10.1147,14.5744
18/02/2000,10.1881,14.6609
21/02/2000,9.858,14.4111
22/02/2000,10.0872,14.4111
23/02/2000,10.0414,14.4495
24/02/2000,10.0872,14.8915
25/02/2000,9.9313,15.0836
28/02/2000,9.9955,14.853
29/02/2000,9.9589,14.8242
01/03/2000,9.9955,14.5264
02/03/2000,10.0322,14.6513
03/03/2000,10.2248,14.6513
06/03/2000,10.1973,14.8915
