,euler_maruyama_stock_50_strike_100,euler_maruyama_stock_50_strike_100_time,euler_maruyama_stock_60_strike_100,euler_maruyama_stock_60_strike_100_time,euler_maruyama_stock_70_strike_100,euler_maruyama_stock_70_strike_100_time,euler_maruyama_stock_80_strike_100,euler_maruyama_stock_80_strike_100_time,euler_maruyama_stock_90_strike_100,euler_maruyama_stock_90_strike_100_time,euler_maruyama_stock_100_strike_100,euler_maruyama_stock_100_strike_100_time,euler_maruyama_stock_110_strike_100,euler_maruyama_stock_110_strike_100_time,euler_maruyama_stock_120_strike_100,euler_maruyama_stock_120_strike_100_time,euler_maruyama_stock_130_strike_100,euler_maruyama_stock_130_strike_100_time,euler_maruyama_stock_140_strike_100,euler_maruyama_stock_140_strike_100_time,euler_maruyama_stock_150_strike_100,euler_maruyama_stock_150_strike_100_time
0,0.00048512700649536416,0.20792222023010254,0.006924950210365198,0.2062819004058838,0.04925465960064697,0.20645713806152344,0.15823701476569377,0.20877909660339355,0.338342794000659,0.21420907974243164,0.531556514705244,0.2098832130432129,0.6994960696008451,0.20673465728759766,0.8142809242553462,0.20624709129333496,0.8831499345891979,0.20658421516418457,0.9188305503022197,0.20652270317077637,0.9371226921353684,0.20849990844726562
1,0.00031390571008523563,0.21185302734375,0.0074671509823306045,0.21955490112304688,0.04901685224452179,0.21769499778747559,0.15752359269731825,0.20549702644348145,0.33762937193228343,0.20930814743041992,0.5321367646541895,0.21047234535217285,0.6978599549907037,0.20645403861999512,0.8128160309416151,0.2092578411102295,0.8819989469855521,0.21630001068115234,0.9201242223195407,0.20680880546569824,0.9368087864252832,0.20977210998535156
2,0.000475614712250357,0.2060680389404297,0.007457638688085598,0.20657992362976074,0.048284405587656246,0.2067699432373047,0.16054850226723053,0.21402192115783691,0.33657350727108765,0.21008086204528809,0.5335350719082055,0.22317743301391602,0.6982880082317292,0.20611786842346191,0.8125591989969999,0.20686578750610352,0.8826267584057226,0.2060689926147461,0.9190398207756099,0.20715117454528809,0.9375222084936587,0.21146607398986816
3,0.0005041515949853784,0.21153473854064941,0.007448126393840591,0.2061150074005127,0.04783732775814091,0.2076859474182129,0.15882677700888423,0.20636391639709473,0.33655448268259763,0.20690298080444336,0.5310143139332786,0.20720314979553223,0.6999621720188504,0.20945525169372559,0.8145853176711864,0.21393990516662598,0.8824460248150674,0.20559477806091309,0.9181551774108242,0.20719003677368164,0.9365995159518931,0.20625996589660645
4,0.0003329302985752499,0.20774602890014648,0.007600323101760706,0.2079319953918457,0.048360503941616305,0.21146607398986816,0.15791359676136352,0.21433687210083008,0.33420494600408085,0.21590900421142578,0.5331640924326502,0.21619105339050293,0.7002951023174256,0.20677590370178223,0.8141858013128961,0.20676040649414062,0.8828645657618477,0.2078111171722412,0.9186498167115645,0.2225029468536377,0.9370941552526334,0.21014904975891113
5,0.00038049176980028564,0.21530604362487793,0.007400564922615554,0.20658087730407715,0.04859831129774148,0.20625996589660645,0.1589218999513343,0.20690584182739258,0.3374581506358733,0.20613789558410645,0.5340487357974358,0.20713424682617188,0.7014080407440915,0.20979619026184082,0.8165638748741479,0.22861886024475098,0.8828740780560926,0.20682382583618164,0.9185737183576045,0.2062211036682129,0.9369324462504683,0.20731592178344727
6,0.0004946393007403713,0.20576882362365723,0.007524224747800648,0.21242022514343262,0.04760903269626073,0.20940709114074707,0.15899799830529435,0.21784305572509766,0.33628813844373745,0.21361899375915527,0.5326409162491748,0.21596074104309082,0.6992392376562299,0.20707988739013672,0.815365325799277,0.20630383491516113,0.8822748035186572,0.2088329792022705,0.9185927429460946,0.2118058204650879,0.9374936716109237,0.2258927822113037
7,0.00034244259282025706,0.21399879455566406,0.007533737042045655,0.20653295516967773,0.04916904895244191,0.20675373077392578,0.15952117448876973,0.20634913444519043,0.33566983931781197,0.20679903030395508,0.532812137545585,0.22091388702392578,0.6998194876051753,0.21255898475646973,0.8134628669502756,0.2218949794769287,0.8830833485294828,0.20592117309570312,0.9185356691806245,0.20776009559631348,0.9360382905914376,0.20748209953308105
8,0.000409028652535307,0.20758390426635742,0.007476663276575613,0.21396183967590332,0.0480941597027561,0.2117137908935547,0.15841774835634892,0.21746206283569336,0.33684936380419284,0.2098081111907959,0.5344482521557261,0.2093949317932129,0.69942948354113,0.20697593688964844,0.8131870104171703,0.2062530517578125,0.8826552952884575,0.21028780937194824,0.9193347018972051,0.21170592308044434,0.9369895200159383,0.21746182441711426
9,0.00041854094678031416,0.20635104179382324,0.007800081280905855,0.20746326446533203,0.04894075389056174,0.20888781547546387,0.16053898997298552,0.20662713050842285,0.33715375722003305,0.21166396141052246,0.5312711458778937,0.2207190990447998,0.6994960696008451,0.21294283866882324,0.8136816497179108,0.21609973907470703,0.8825791969344975,0.20676612854003906,0.9187829888309947,0.206895112991333,0.9373795240799836,0.20905494689941406
10,0.0004470778295153356,0.20951390266418457,0.007372028039880534,0.2137460708618164,0.04881709406537664,0.2194843292236328,0.15881726471463922,0.2062830924987793,0.33748668751860833,0.20782113075256348,0.5341819079168659,0.21366000175476074,0.6931894185164054,0.20712518692016602,0.8151750799143769,0.20688319206237793,0.8821511436934721,0.22156310081481934,0.91930616501447,0.21788382530212402,0.9376744052015789,0.2063288688659668
11,0.0003900040640452927,0.20676183700561523,0.00731495427441049,0.2075519561767578,0.047799278581160884,0.20706582069396973,0.15789457217287353,0.21007585525512695,0.33739156457615826,0.2111983299255371,0.5338584899125357,0.21362566947937012,0.698050200875604,0.20629572868347168,0.8161167970446326,0.2063000202178955,0.8826362706999675,0.20721006393432617,0.9193156773087151,0.20923995971679688,0.9374651347281887,0.20755290985107422
12,0.0003995163582902999,0.21308112144470215,0.007666909161475754,0.21369338035583496,0.04797049987757101,0.22015786170959473,0.15878872783190418,0.20613408088684082,0.3387898718301743,0.20583105087280273,0.5336492194391456,0.2072010040283203,0.6976316599288237,0.20674800872802734,0.8114367482760891,0.2092130184173584,0.8826933444654376,0.21830987930297852,0.919353726485695,0.22366690635681152,0.9375507453763938,0.21410512924194336
13,0.00048512700649536416,0.20628976821899414,0.0073625157456355264,0.20679998397827148,0.048417577707086344,0.20638799667358398,0.15820847788295875,0.21033215522766113,0.33827620794094393,0.2117600440979004,0.5320416417117394,0.21010303497314453,0.6997148523684802,0.20580673217773438,0.8150704446776817,0.20563197135925293,0.8827028567596826,0.20646405220031738,0.919125431423815,0.20747923851013184,0.9372844011375335,0.2091968059539795
14,0.0004280532410253213,0.20960307121276855,0.007866667340620904,0.20699477195739746,0.04922612271791195,0.20694494247436523,0.1617565636363464,0.20656108856201172,0.337106195748808,0.20683598518371582,0.5357609487615371,0.20615100860595703,0.700856327677881,0.21126794815063477,0.8130253014150053,0.2089400291442871,0.8838253074805934,0.21116304397583008,0.9190588453640999,0.2059788703918457,0.9372748888432886,0.2063581943511963
15,0.00041854094678031416,0.20723462104797363,0.007438614099595584,0.2089378833770752,0.049777835784122364,0.20751595497131348,0.15695285504261783,0.21872615814208984,0.33548910572715684,0.22150683403015137,0.5328787236053,0.21764922142028809,0.6984211803511593,0.20780420303344727,0.814071653781956,0.20617294311523438,0.8831404222949529,0.20812726020812988,0.9187925011252397,0.20647501945495605,0.9366946388943431,0.21195602416992188
16,0.0003900040640452927,0.2170848846435547,0.007457638688085598,0.2058272361755371,0.0476946433444658,0.20618009567260742,0.15636309279942737,0.2082970142364502,0.3396364660179799,0.20732903480529785,0.5332211661981202,0.20585203170776367,0.6998955859591354,0.21178174018859863,0.814043116899221,0.21457695960998535,0.8822177297531872,0.2061450481414795,0.9194488494281451,0.2065589427947998,0.9371987904893284,0.20589208602905273
17,0.0005041515949853784,0.20645403861999512,0.00728641739167547,0.20877790451049805,0.049692225135917305,0.21210789680480957,0.15896946142255933,0.21661090850830078,0.3380098637020837,0.22136616706848145,0.5335826333794305,0.20616388320922852,0.6991821638907598,0.20615816116333008,0.8151560553258869,0.20805716514587402,0.8811047913265214,0.20975399017333984,0.9188876240676898,0.21071887016296387,0.9370751306641434,0.23125505447387695
18,0.0004470778295153356,0.21385908126831055,0.0077144706327007895,0.20603704452514648,0.04759000810777072,0.20586705207824707,0.15983508019885498,0.2074449062347412,0.3329398108694949,0.20624399185180664,0.5321082277714545,0.20749497413635254,0.6998860736648904,0.21443676948547363,0.8141097029589361,0.21782875061035156,0.8828550534676026,0.20635628700256348,0.9186022552403396,0.20616698265075684,0.9363046348302978,0.20998001098632812
19,0.00041854094678031416,0.20753931999206543,0.007866667340620904,0.21070122718811035,0.04814172117398114,0.2106459140777588,0.15913117042472444,0.2194826602935791,0.3366686302135377,0.206251859664917,0.5347336209830764,0.2064211368560791,0.700685106381471,0.20687294006347656,0.8149943463237217,0.20644807815551758,0.8823033404013924,0.21921491622924805,0.9203144682044408,0.21024608612060547,0.9368563478965083,0.22777724266052246
20,0.0003995163582902999,0.2061619758605957,0.007448126393840591,0.20682287216186523,0.04879806947688663,0.20624589920043945,0.15836067459087885,0.23043107986450195,0.3387993841244193,0.20746707916259766,0.535608752053617,0.21024298667907715,0.6982689836432391,0.21442508697509766,0.8143189734323263,0.21904397010803223,0.8828360288791127,0.21117091178894043,0.9199339764346405,0.20659303665161133,0.9370656183698984,0.213911771774292
21,0.00029488112159522134,0.2095029354095459,0.007333978862900505,0.20984387397766113,0.0460965779113046,0.21705198287963867,0.15778042464193343,0.22328805923461914,0.3348137328357613,0.2059943675994873,0.5336682440276356,0.20662498474121094,0.6995911925432952,0.20639419555664062,0.8149182479697618,0.20808768272399902,0.884671901668399,0.21330785751342773,0.9197342182554954,0.2103586196899414,0.9369990323101833,0.21847820281982422
22,0.0003519548870652642,0.20675992965698242,0.007229343626205426,0.20732998847961426,0.04709536880703035,0.20728087425231934,0.15954971137150475,0.21192288398742676,0.33613594173581735,0.2105858325958252,0.5333638506117954,0.21030402183532715,0.6969087255662031,0.20691680908203125,0.8138909201913009,0.20705103874206543,0.8829882255870327,0.20850872993469238,0.9194964108993703,0.2065870761871338,0.9370561060756534,0.20630574226379395
23,0.000409028652535307,0.2101759910583496,0.007305441980165484,0.21609997749328613,0.04825586870492122,0.21539783477783203,0.15915970730745946,0.20636391639709473,0.3366400933308027,0.20659208297729492,0.5311569983469537,0.20638108253479004,0.69950558189509,0.2069718837738037,0.8136150636581958,0.2086777687072754,0.8830833485294828,0.2174510955810547,0.9193442141914501,0.2160792350769043,0.9368943970734882,0.21631693840026855
