,100_1_log_normal,100_1_log_normal_time,100_5_log_normal,100_5_log_normal_time,100_10_log_normal,100_10_log_normal_time,1000_1_log_normal,1000_1_log_normal_time,1000_5_log_normal,1000_5_log_normal_time,1000_10_log_normal,1000_10_log_normal_time,10000_1_log_normal,10000_1_log_normal_time,10000_5_log_normal,10000_5_log_normal_time,10000_10_log_normal,10000_10_log_normal_time,100000_1_log_normal,100000_1_log_normal_time,100000_5_log_normal,100000_5_log_normal_time,100000_10_log_normal,100000_10_log_normal_time,1000000_1_log_normal,1000000_1_log_normal_time,1000000_5_log_normal,1000000_5_log_normal_time,1000000_10_log_normal,1000000_10_log_normal_time
0,0.5041515949853784,0.00010609626770019531,0.5231761834753927,9.608268737792969e-05,0.5326884777203998,0.00011587142944335938,0.5450544602389091,0.0001239776611328125,0.5450544602389091,0.0002911090850830078,0.542200771965407,0.0004820823669433594,0.5245079046696937,0.0005319118499755859,0.5423910178503072,0.0032639503479003906,0.5300250353317979,0.005766868591308594,0.53297384654775,0.005454063415527344,0.5317562728843891,0.03104400634765625,0.5321082277714545,0.07047820091247559,0.5315308315107825,0.0693809986114502,0.5313986106207769,0.31618499755859375,0.5321234474422464,0.6121280193328857
1,0.5041515949853784,6.794929504394531e-05,0.5992745374354498,8.487701416015625e-05,0.4470778295153356,0.00010609626770019531,0.5498106073614126,0.00011110305786132812,0.5260298717488949,0.0002770423889160156,0.528883560022397,0.0004837512969970703,0.5351616742241017,0.0005288124084472656,0.5242225358423436,0.0023980140686035156,0.5310713876987486,0.004576921463012695,0.5319370064750443,0.005527019500732422,0.5334779981427354,0.029673099517822266,0.5338584899125357,0.05709385871887207,0.531495636022076,0.06556296348571777,0.5328501867225649,0.3167741298675537,0.5328035764807644,0.6371867656707764
2,0.5041515949853784,6.413459777832031e-05,0.5231761834753927,8.440017700195312e-05,0.5897622431904427,0.00011301040649414062,0.5364933954184027,0.00011086463928222656,0.5184200363528891,0.0002739429473876953,0.5222249540508921,0.0004711151123046875,0.5372543789580032,0.0005269050598144531,0.5313567565260988,0.002145051956176758,0.5292640517921973,0.004155158996582031,0.5332592153751002,0.005387067794799805,0.5278276953612012,0.041803836822509766,0.5308811418138485,0.0672299861907959,0.5325267687182348,0.062133073806762695,0.5319284454102238,0.32810282707214355,0.5321186912951239,0.6178748607635498
3,0.5136638892303856,6.389617919921875e-05,0.551713066210414,8.20159912109375e-05,0.48512700649536417,0.00010585784912109375,0.5469569190879106,0.00011110305786132812,0.5250786423243942,0.0002989768981933594,0.5317372482958992,0.00047707557678222656,0.5293591747346473,0.0005288124084472656,0.5253640111517444,0.0021812915802001953,0.5348763053967515,0.004244327545166016,0.5298157648584078,0.005474090576171875,0.5325172564239897,0.045922040939331055,0.5331355555499152,0.061357975006103516,0.5320387880234658,0.062216758728027344,0.5324088162695967,0.321774959564209,0.5316516376476941,0.6142840385437012
4,0.475614712250357,7.987022399902344e-05,0.5136638892303856,8.225440979003906e-05,0.6753728913955069,0.00010395050048828125,0.528883560022397,0.00011324882507324219,0.5317372482958992,0.00027298927307128906,0.5165175775038877,0.0004730224609375,0.5319274941807993,0.0005419254302978516,0.5290738059072971,0.002199888229370117,0.5338299530298007,0.004148960113525391,0.5322413998908845,0.005508899688720703,0.5296730804447326,0.03085803985595703,0.53297384654775,0.05971479415893555,0.5316849306775516,0.07834696769714355,0.5325372322419043,0.32561182975769043,0.5324145236461436,0.6030528545379639
5,0.4946393007403713,7.700920104980469e-05,0.5231761834753927,0.00010514259338378906,0.6278114201704713,0.00010395050048828125,0.5298347894468978,0.00010919570922851562,0.5364933954184027,0.000270843505859375,0.551713066210414,0.0004673004150390625,0.5403934360588557,0.0005261898040771484,0.5350665512816516,0.0021491050720214844,0.5350665512816516,0.004172086715698242,0.5348382562197714,0.0054111480712890625,0.5322699367736194,0.03060603141784668,0.5304245516900882,0.05949711799621582,0.5334513637188495,0.06195402145385742,0.5323783769280126,0.32115674018859863,0.5321586429309529,0.6203138828277588
6,0.5136638892303856,7.128715515136719e-05,0.5612253604554213,8.702278137207031e-05,0.6658605971504997,0.00010395050048828125,0.5269811011733956,0.00011086463928222656,0.5193712657773899,0.00027823448181152344,0.5317372482958992,0.0004649162292480469,0.530120158274248,0.0005319118499755859,0.5339250759722508,0.002218961715698242,0.5245079046696937,0.004212141036987305,0.5323935965988047,0.0065898895263671875,0.5334114120830205,0.030501127243041992,0.5312330967009138,0.06943106651306152,0.5323545961924,0.07266092300415039,0.5322823027561381,0.30980610847473145,0.5324373531523316,0.6155498027801514
7,0.5136638892303856,7.081031799316406e-05,0.4470778295153356,8.392333984375e-05,0.5802499489454356,0.00010418891906738281,0.5117614303813842,0.00011301040649414062,0.5536155250594155,0.0002770423889160156,0.5307860188713984,0.0004639625549316406,0.5324982318354997,0.0005292892456054688,0.5312616335836488,0.0021398067474365234,0.5291689288497472,0.0041692256927490234,0.5317943220613692,0.0054399967193603516,0.5312330967009138,0.030594825744628906,0.5335445842024504,0.06020474433898926,0.532307034721175,0.06219196319580078,0.5321053740831809,0.3107640743255615,0.5323536449629757,0.6181979179382324
8,0.475614712250357,6.914138793945312e-05,0.5041515949853784,8.416175842285156e-05,0.608786831680457,0.00010395050048828125,0.5412495425409062,0.00010919570922851562,0.5431520013899077,0.0003299713134765625,0.5345909365694014,0.0004680156707763672,0.5255542570366445,0.0005278587341308594,0.5330689694902001,0.0021419525146484375,0.5394422066343549,0.004155158996582031,0.531680174530429,0.00545191764831543,0.5341248341513959,0.03081202507019043,0.5318799327095742,0.05952310562133789,0.5326799166555793,0.06234598159790039,0.5323431814393061,0.3088080883026123,0.5324202310226906,0.604130744934082
9,0.5897622431904427,6.890296936035156e-05,0.5231761834753927,8.988380432128906e-05,0.608786831680457,0.00010395050048828125,0.5374446248429033,0.00010991096496582031,0.5431520013899077,0.0002799034118652344,0.5364933954184027,0.0004889965057373047,0.5387763460372045,0.0005459785461425781,0.5339250759722508,0.0021698474884033203,0.5284079453101467,0.0041539669036865234,0.5318418835325942,0.01105499267578125,0.5322413998908845,0.030900955200195312,0.5332782399635903,0.06046319007873535,0.5322147654669985,0.062458038330078125,0.5324715974116138,0.3066439628601074,0.5326247453489583,0.6212422847747803
