,1,3,5,10,20,50
100,0.48,0.4983974317750845,0.4995998398718718,0.49989998999799945,0.49839743177508444,0.4963869458396343
1000,0.48863483297857513,0.4938785275753543,0.49662460672020675,0.494788843851597,0.4937195560234575,0.4966246067202068
10000,0.49065829250100323,0.4954091642269045,0.49474509598378025,0.4961785061850221,0.49496197833773053,0.49733031277009443
100000,0.48984275752531037,0.49465114616262645,0.49557678557414286,0.49623795864484205,0.4959282786855374,0.49640264211625623
1000000,0.4903245203240402,0.49487304072761934,0.4953354549757164,0.49591941381539,0.4962168327646698,0.4962894703688565
