,0,0,0,0,0
paths,10^2,10^3,10^4,10^5,10^6
time,,,,,
1,0.04425455872840598,0.013510823728542872,0.004844450491214847,0.0011730414562956737,0.0009335130852072337
10,0.03428789875402204,0.01060228608395427,0.0034878802503461627,0.0011070261651751289,0.000442422642394924
20,0.028624161679014132,0.010373991022074099,0.0033312054446014926,0.0014091659085141695,0.0003500128965695204
5,0.039248838252091196,0.010353854236392299,0.0037673075380880517,0.0012160370262831032,0.0006898490898268461
