,100_1_euler_maruyama,100_1_euler_maruyama_time,100_3_euler_maruyama,100_3_euler_maruyama_time,100_5_euler_maruyama,100_5_euler_maruyama_time,100_10_euler_maruyama,100_10_euler_maruyama_time,100_20_euler_maruyama,100_20_euler_maruyama_time,100_50_euler_maruyama,100_50_euler_maruyama_time,1000_1_euler_maruyama,1000_1_euler_maruyama_time,1000_3_euler_maruyama,1000_3_euler_maruyama_time,1000_5_euler_maruyama,1000_5_euler_maruyama_time,1000_10_euler_maruyama,1000_10_euler_maruyama_time,1000_20_euler_maruyama,1000_20_euler_maruyama_time,1000_50_euler_maruyama,1000_50_euler_maruyama_time,10000_1_euler_maruyama,10000_1_euler_maruyama_time,10000_3_euler_maruyama,10000_3_euler_maruyama_time,10000_5_euler_maruyama,10000_5_euler_maruyama_time,10000_10_euler_maruyama,10000_10_euler_maruyama_time,10000_20_euler_maruyama,10000_20_euler_maruyama_time,10000_50_euler_maruyama,10000_50_euler_maruyama_time,100000_1_euler_maruyama,100000_1_euler_maruyama_time,100000_3_euler_maruyama,100000_3_euler_maruyama_time,100000_5_euler_maruyama,100000_5_euler_maruyama_time,100000_10_euler_maruyama,100000_10_euler_maruyama_time,100000_20_euler_maruyama,100000_20_euler_maruyama_time,100000_50_euler_maruyama,100000_50_euler_maruyama_time,1000000_1_euler_maruyama,1000000_1_euler_maruyama_time,1000000_3_euler_maruyama,1000000_3_euler_maruyama_time,1000000_5_euler_maruyama,1000000_5_euler_maruyama_time,1000000_10_euler_maruyama,1000000_10_euler_maruyama_time,1000000_20_euler_maruyama,1000000_20_euler_maruyama_time,1000000_50_euler_maruyama,1000000_50_euler_maruyama_time
9,0.5802499489454356,6.079673767089844e-05,0.5897622431904427,7.200241088867188e-05,0.5041515949853784,7.796287536621094e-05,0.4470778295153356,9.322166442871094e-05,0.4946393007403713,0.0001289844512939453,0.551713066210414,0.00022482872009277344,0.582152407794437,0.00010180473327636719,0.542200771965407,0.00022101402282714844,0.5460056896634098,0.0002548694610595703,0.5355421659939019,0.0004000663757324219,0.5241274128998935,0.000762939453125,0.5269811011733956,0.0019040107727050781,0.5767304000747828,0.000457763671875,0.5449593372964591,0.0011920928955078125,0.5393470836919048,0.0033049583435058594,0.5359226577637023,0.003576040267944336,0.5353519201090018,0.00840902328491211,0.5311665106411987,0.05893826484680176,0.5708803391141035,0.005053997039794922,0.5433993210402779,0.01805901527404785,0.5396895262847251,0.02814483642578125,0.5365029077126477,0.056584835052490234,0.5343055677420511,0.12140536308288574,0.5353614324032469,0.28458309173583984,0.5697236441339106,0.05687713623046875,0.5446206996213369,0.18685007095336914,0.5396543307960185,0.6251568794250488,0.5370631818436786,0.6513688564300537,0.5344368374026321,1.2491860389709473,0.5335579014143935,2.757110118865967
10,0.5707376547004284,6.413459777832031e-05,0.5802499489454356,7.200241088867188e-05,0.5231761834753927,7.796287536621094e-05,0.551713066210414,9.298324584960938e-05,0.48512700649536417,0.00012803077697753906,0.5897622431904427,0.00023102760314941406,0.5735913429739306,0.00010204315185546875,0.5374446248429033,0.00018215179443359375,0.5374446248429033,0.00027489662170410156,0.5574204427574184,0.0003981590270996094,0.5041515949853784,0.0007500648498535156,0.5764450312474326,0.0025191307067871094,0.5659815075779249,0.0005450248718261719,0.5410592966560062,0.0011980533599853516,0.5352567971665517,0.0028142929077148438,0.5343055677420511,0.0035741329193115234,0.5320226171232494,0.008417129516601562,0.5306908959289484,0.05495500564575195,0.5680742123118264,0.005089759826660156,0.5461388617828399,0.01808023452758789,0.5398036738156652,0.027932167053222656,0.5352567971665517,0.055197954177856445,0.5350855758701417,0.10832524299621582,0.5318799327095742,0.2883188724517822,0.5703771387485426,0.058931827545166016,0.5443391357116846,0.1817457675933838,0.5393023759089534,0.4536020755767822,0.5364791269770351,0.6168639659881592,0.5346736935293328,1.2258751392364502,0.5330442375251632,2.8472650051116943
11,0.5612253604554213,9.393692016601562e-05,0.5992745374354498,7.128715515136719e-05,0.4565901237603427,0.00019216537475585938,0.5326884777203998,9.799003601074219e-05,0.6658605971504997,0.0001270771026611328,0.475614712250357,0.0002269744873046875,0.5498106073614126,0.00010180473327636719,0.5374446248429033,0.00017404556274414062,0.5374446248429033,0.00024390220642089844,0.5326884777203998,0.0003991127014160156,0.5155663480793871,0.0007569789886474609,0.5355421659939019,0.0027358531951904297,0.5625570816497223,0.00047087669372558594,0.5418202801956067,0.0012350082397460938,0.5362080265910525,0.006190061569213867,0.5298347894468978,0.004080057144165039,0.5297396665044476,0.009328126907348633,0.5355421659939019,0.03312087059020996,0.5680837246060715,0.00497889518737793,0.5454064151259744,0.018918991088867188,0.5388619566854095,0.02811598777770996,0.5338489776182908,0.05567789077758789,0.5317562728843891,0.12627410888671875,0.5321748138311694,0.2823941707611084,0.5694449339125319,0.05847001075744629,0.5448918000073195,0.3284029960632324,0.5399520656058874,0.30609703063964844,0.536790178998847,0.5670080184936523,0.5345623996866662,1.209557056427002,0.532815942463283,2.874458074569702
12,0.5612253604554213,6.699562072753906e-05,0.551713066210414,7.081031799316406e-05,0.4946393007403713,9.799003601074219e-05,0.608786831680457,9.989738464355469e-05,0.551713066210414,0.00012683868408203125,0.5041515949853784,0.000225067138671875,0.5669327370024255,0.00010180473327636719,0.5659815075779249,0.00018095970153808594,0.5393470836919048,0.00024080276489257812,0.5612253604554213,0.0004010200500488281,0.5621765898799219,0.0007500648498535156,0.542200771965407,0.0017778873443603516,0.5671229828873257,0.00048422813415527344,0.5393470836919048,0.0011980533599853516,0.5388714689796545,0.0030820369720458984,0.5357324118788022,0.0035719871520996094,0.5350665512816516,0.008428096771240234,0.5380153624976038,0.026999711990356445,0.5688161712629369,0.00536799430847168,0.5453493413605044,0.01815009117126465,0.5430188292704776,0.029624223709106445,0.5345623996866662,0.05606484413146973,0.5335540964966955,0.11081385612487793,0.535608752053617,0.2882351875305176,0.5686963163554499,0.05973076820373535,0.5451524368696328,0.19978094100952148,0.5401052135432319,0.3160719871520996,0.5358389495743463,0.5678229331970215,0.5339507591667123,2.0128400325775146,0.5334380465069064,2.87972092628479
13,0.5231761834753927,6.29425048828125e-05,0.542200771965407,7.200241088867188e-05,0.5612253604554213,7.891654968261719e-05,0.5612253604554213,9.703636169433594e-05,0.5231761834753927,0.0001270771026611328,0.5802499489454356,0.00022482872009277344,0.5926159314639449,0.00010180473327636719,0.5612253604554213,0.00017309188842773438,0.5431520013899077,0.0002372264862060547,0.528883560022397,0.0005471706390380859,0.5317372482958992,0.0007791519165039062,0.5108102009568835,0.0019021034240722656,0.5733059741465804,0.000476837158203125,0.5479081485124112,0.001239776611328125,0.5422958949078571,0.005614042282104492,0.5336397071449006,0.0035119056701660156,0.5402983131164055,0.009019136428833008,0.5251737652668442,0.0251920223236084,0.5692822736809423,0.0068988800048828125,0.5430093169762326,0.018479108810424805,0.5403173377048955,0.0286712646484375,0.5358465594097422,0.05602097511291504,0.5336016579679206,0.11157894134521484,0.5325457933067247,0.299699068069458,0.56958191094966,0.05757784843444824,0.5452076081762538,0.18476486206054688,0.5400557496131579,0.3023679256439209,0.5359987561176623,0.7129850387573242,0.5341210292336979,2.5456907749176025,0.5338375628651968,2.8702480792999268
14,0.542200771965407,6.389617919921875e-05,0.5612253604554213,7.081031799316406e-05,0.5326884777203998,8.130073547363281e-05,0.5326884777203998,0.00011181831359863281,0.4946393007403713,0.000125885009765625,0.551713066210414,0.0002269744873046875,0.5850060960679391,0.00012111663818359375,0.568835195851427,0.00017690658569335938,0.5355421659939019,0.0002570152282714844,0.5174688069283885,0.0004649162292480469,0.5108102009568835,0.0007607936859130859,0.5212737246263913,0.005347013473510742,0.5616058522252216,0.0004570484161376953,0.5455300749511595,0.001190185546875,0.5480983943973115,0.0019063949584960938,0.5380153624976038,0.003693103790283203,0.5300250353317979,0.008856058120727539,0.524983519381944,0.02466893196105957,0.56625736411103,0.01085209846496582,0.5437227390446081,0.01884293556213379,0.5424290670272871,0.039156198501586914,0.5353233832262668,0.07268095016479492,0.5362936372392576,0.11301612854003906,0.5332401907866102,0.283984899520874,0.5697188879867882,0.060572147369384766,0.5450420942563906,0.18635201454162598,0.5395287685119845,0.2996859550476074,0.5358056565444888,0.561607837677002,0.533537925596479,2.947782039642334,0.5325657691246393,4.2461888790130615
15,0.5707376547004284,6.127357482910156e-05,0.5041515949853784,6.985664367675781e-05,0.6182991259254641,8.392333984375e-05,0.551713066210414,9.775161743164062e-05,0.5707376547004284,0.00012874603271484375,0.5041515949853784,0.0002560615539550781,0.5612253604554213,0.0003020763397216797,0.5279323305978963,0.00017523765563964844,0.5450544602389091,0.0002410411834716797,0.5336397071449006,0.00045800209045410156,0.528883560022397,0.0007719993591308594,0.5241274128998935,0.004958152770996094,0.574162080628631,0.0004601478576660156,0.5444837225842087,0.0012359619140625,0.5330689694902001,0.0033652782440185547,0.5343055677420511,0.003557920455932617,0.5347811824543014,0.008440971374511719,0.5271713470582957,0.023414134979248047,0.5693773966233925,0.010736227035522461,0.5434373702172579,0.018146991729736328,0.5403744114703657,0.029346942901611328,0.5366075429493428,0.07190108299255371,0.5317848097671242,0.1124269962310791,0.5345528873924212,0.28505706787109375,0.5693735917056945,0.058547258377075195,0.5439548390241863,0.23095917701721191,0.5391311546125431,0.29187512397766113,0.5360720007833488,0.5674481391906738,0.5337158054988607,2.041292667388916,0.5322870589032606,3.142426013946533
16,0.608786831680457,6.198883056640625e-05,0.551713066210414,7.104873657226562e-05,0.5612253604554213,9.679794311523438e-05,0.5231761834753927,9.512901306152344e-05,0.5612253604554213,0.00012683868408203125,0.5136638892303856,0.00023031234741210938,0.5602741310309205,0.00032782554626464844,0.5241274128998935,0.00017380714416503906,0.542200771965407,0.00024509429931640625,0.5241274128998935,0.0004019737243652344,0.5307860188713984,0.0007791519165039062,0.5450544602389091,0.0030052661895751953,0.5734010970890304,0.00045490264892578125,0.5411544195984561,0.001196146011352539,0.5460056896634098,0.001936197280883789,0.5358275348212522,0.003718852996826172,0.5334494612600004,0.009494781494140625,0.5335445842024504,0.023775815963745117,0.5689588556766121,0.006929874420166016,0.543465907099993,0.01875901222229004,0.5386907353889994,0.028223037719726562,0.5350950881643867,0.05951499938964844,0.5352948463435319,0.10964107513427734,0.5337443423815956,0.2807950973510742,0.5687486339737975,0.05748796463012695,0.5445940651974508,0.18310976028442383,0.5399710901943774,0.2934257984161377,0.5360149270178789,0.5786690711975098,0.5344035443727747,1.1757690906524658,0.5324468654465766,2.862957239151001
17,0.542200771965407,6.198883056640625e-05,0.46610241800534985,7.104873657226562e-05,0.5992745374354498,0.0002079010009765625,0.5136638892303856,9.584426879882812e-05,0.5992745374354498,0.00012612342834472656,0.4565901237603427,0.0002257823944091797,0.5536155250594155,0.00013375282287597656,0.5222249540508921,0.00016999244689941406,0.5326884777203998,0.00023603439331054688,0.5460056896634098,0.00045418739318847656,0.5307860188713984,0.0007719993591308594,0.5298347894468978,0.001817941665649414,0.5672181058297758,0.00045180320739746094,0.5375397477853535,0.0011990070343017578,0.5463861814332102,0.0019130706787109375,0.5322128630081495,0.003831624984741211,0.5300250353317979,0.008497953414916992,0.5347811824543014,0.023669958114624023,0.5707091178176934,0.00516200065612793,0.5437988373985682,0.018249034881591797,0.538215120676749,0.02929997444152832,0.5338299530298007,0.053503990173339844,0.5340677603859258,0.11436796188354492,0.5341248341513959,0.2881767749786377,0.5700784527092494,0.05890798568725586,0.5443010865347047,0.18058276176452637,0.5392662291908222,0.3929920196533203,0.5362080265910525,0.5670080184936523,0.5343873734725582,1.1031289100646973,0.5327265268973799,4.420852184295654
18,0.5612253604554213,6.103515625e-05,0.5041515949853784,7.104873657226562e-05,0.5897622431904427,0.0003600120544433594,0.5707376547004284,9.989738464355469e-05,0.551713066210414,0.00012683868408203125,0.46610241800534985,0.0002238750457763672,0.548859377936912,0.00011491775512695312,0.575493801822932,0.00017309188842773438,0.5345909365694014,0.00023818016052246094,0.5146151186548863,0.0004253387451171875,0.5298347894468978,0.0007541179656982422,0.5307860188713984,0.0018482208251953125,0.5598936392611202,0.0005357265472412109,0.5415349113682565,0.0011909008026123047,0.5410592966560062,0.0038270950317382812,0.5296445435619975,0.0036818981170654297,0.54619593554831,0.01388692855834961,0.5318323712383493,0.02389812469482422,0.5671800566527958,0.004930973052978516,0.5443981119360036,0.01900005340576172,0.5392234238667197,0.029232025146484375,0.5374921863141285,0.05581998825073242,0.5357419241730471,0.13518500328063965,0.5316896868246741,0.28981494903564453,0.5694125921120989,0.056672096252441406,0.5443153549760721,0.19138407707214355,0.5392833513204633,0.7614238262176514,0.5367521298218669,0.5656428337097168,0.5335198522374135,1.254746913909912,0.532196692107933,4.294744253158569
