,100_1_milstein,100_1_milstein_time,100_5_milstein,100_5_milstein_time,100_10_milstein,100_10_milstein_time,100_20_milstein,100_20_milstein_time,1000_1_milstein,1000_1_milstein_time,1000_5_milstein,1000_5_milstein_time,1000_10_milstein,1000_10_milstein_time,1000_20_milstein,1000_20_milstein_time,10000_1_milstein,10000_1_milstein_time,10000_5_milstein,10000_5_milstein_time,10000_10_milstein,10000_10_milstein_time,10000_20_milstein,10000_20_milstein_time,100000_1_milstein,100000_1_milstein_time,100000_5_milstein,100000_5_milstein_time,100000_10_milstein,100000_10_milstein_time,100000_20_milstein,100000_20_milstein_time,1000000_1_milstein,1000000_1_milstein_time,1000000_5_milstein,1000000_5_milstein_time,1000000_10_milstein,1000000_10_milstein_time,1000000_20_milstein,1000000_20_milstein_time
0,0.5231761834753927,0.00011801719665527344,0.4565901237603427,0.00010800361633300781,0.5326884777203998,0.00012540817260742188,0.475614712250357,0.0003178119659423828,0.5441032308144084,0.0001399517059326172,0.5279323305978963,0.00028204917907714844,0.528883560022397,0.00045609474182128906,0.5146151186548863,0.0008523464202880859,0.5406788048862059,0.0005059242248535156,0.5323079859505996,0.0032351016998291016,0.527551838828096,0.007628679275512695,0.5255542570366445,0.011629819869995117,0.532793112957095,0.004467964172363281,0.5330689694902001,0.03856778144836426,0.5325362810124797,0.058012962341308594,0.5344767890384612,0.11448097229003906,0.5340363698149174,0.06574892997741699,0.5339526616255613,0.3091251850128174,0.5320340318763433,0.5859630107879639,0.5326380625609013,1.303462028503418
1,0.608786831680457,0.0001049041748046875,0.6182991259254641,9.298324584960938e-05,0.409028652535307,0.00010991096496582031,0.5802499489454356,0.00020194053649902344,0.5402983131164055,0.00011801719665527344,0.5469569190879106,0.00026607513427734375,0.5260298717488949,0.0004987716674804688,0.5336397071449006,0.000820159912109375,0.5274567158856459,0.0004889965057373047,0.5298347894468978,0.0022547245025634766,0.5402031901739555,0.004310131072998047,0.5310713876987486,0.009487152099609375,0.5316326130592041,0.0051310062408447266,0.5333258014348153,0.02847909927368164,0.5308145557541335,0.05411195755004883,0.5319179818865543,0.1115121841430664,0.5334760956838864,0.06380295753479004,0.5327160633737104,0.2987239360809326,0.532303229803477,0.6298890113830566,0.53218337489599,1.265064001083374
2,0.6373237144154784,7.605552673339844e-05,0.5136638892303856,9.083747863769531e-05,0.5612253604554213,0.00011014938354492188,0.551713066210414,0.00014901161193847656,0.5593229016064198,0.00011491775512695312,0.5307860188713984,0.00025916099548339844,0.5536155250594155,0.0004410743713378906,0.5574204427574184,0.0008451938629150391,0.5354470430514519,0.0004968643188476562,0.5307860188713984,0.0020868778228759766,0.5393470836919048,0.0038547515869140625,0.5311665106411987,0.018531084060668945,0.5337443423815956,0.0053369998931884766,0.5330879940786902,0.030498981475830078,0.5320987154772094,0.06065487861633301,0.5271332978813157,0.11810302734375,0.5332563616868268,0.0603032112121582,0.5332839473401373,0.29709911346435547,0.532829259675226,0.6072559356689453,0.533042335066314,1.2612521648406982
3,0.542200771965407,7.295608520507812e-05,0.48512700649536417,8.988380432128906e-05,0.5612253604554213,0.00010991096496582031,0.5326884777203998,0.0001461505889892578,0.5203224952018906,0.00011682510375976562,0.5678839664269263,0.0002598762512207031,0.548859377936912,0.0004711151123046875,0.5326884777203998,0.0008218288421630859,0.539537329576805,0.0004928112030029297,0.5332592153751002,0.0019919872283935547,0.5292640517921973,0.0037488937377929688,0.5256493799790946,0.009351015090942383,0.5321272523599444,0.005237102508544922,0.5334779981427354,0.030018091201782227,0.5331736047268951,0.0688009262084961,0.528921609199377,0.1136620044708252,0.5326437699374483,0.0750112533569336,0.5330756280961716,0.29207706451416016,0.5331802633328667,0.5811440944671631,0.5330860916198411,1.2553739547729492
4,0.48512700649536417,0.0001609325408935547,0.4565901237603427,0.0001049041748046875,0.551713066210414,0.00011229515075683594,0.4375655352703285,0.0001442432403564453,0.5032003655608778,0.00011491775512695312,0.5269811011733956,0.0002582073211669922,0.5526642956349148,0.00045108795166015625,0.5108102009568835,0.0009632110595703125,0.5298347894468978,0.0004878044128417969,0.5206078640292408,0.001970052719116211,0.5286933141374968,0.003770112991333008,0.536969010130653,0.009253263473510742,0.534334104624786,0.005185127258300781,0.5345909365694014,0.03507184982299805,0.5322033507139046,0.057601213455200195,0.5332877522578353,0.11383891105651855,0.5335731210851855,0.06001591682434082,0.5328054789396135,0.29348301887512207,0.5324516215936992,0.60382080078125,0.5329453096650151,1.2641348838806152
5,0.6182991259254641,0.00010704994201660156,0.5136638892303856,0.00010609626770019531,0.4946393007403713,0.00011110305786132812,0.5612253604554213,0.00014209747314453125,0.5479081485124112,0.00013017654418945312,0.5250786423243942,0.0002560615539550781,0.5250786423243942,0.00043702125549316406,0.5279323305978963,0.0008571147918701172,0.526124994691345,0.0005152225494384766,0.5327836006628499,0.0019702911376953125,0.5296445435619975,0.0038421154022216797,0.5350665512816516,0.008980035781860352,0.5334779981427354,0.005095005035400391,0.5320892031829644,0.04564476013183594,0.5342199570938461,0.05699801445007324,0.5357419241730471,0.11354517936706543,0.5334437538834534,0.06023597717285156,0.5327455514858699,0.29280519485473633,0.5330527985899836,0.5964069366455078,0.5318390298443207,1.2644720077514648
6,0.5041515949853784,0.00010204315185546875,0.48512700649536417,9.226799011230469e-05,0.48512700649536417,0.00011086463928222656,0.5612253604554213,0.00014400482177734375,0.551713066210414,0.00011515617370605469,0.5307860188713984,0.00029015541076660156,0.5469569190879106,0.0004410743713378906,0.5326884777203998,0.001046895980834961,0.5344006906845011,0.000514984130859375,0.5298347894468978,0.0020427703857421875,0.5343055677420511,0.003729104995727539,0.5308811418138485,0.008846044540405273,0.5333258014348153,0.005103111267089844,0.534238981682336,0.03042888641357422,0.5335826333794305,0.05784177780151367,0.5347050841003413,0.1146690845489502,0.532924382617676,0.06055712699890137,0.5330775305550207,0.2918362617492676,0.533009993265881,0.5808730125427246,0.5332002391507812,1.292137861251831
7,0.46610241800534985,0.00010323524475097656,0.608786831680457,9.703636169433594e-05,0.5231761834753927,0.00011014938354492188,0.4946393007403713,0.00015401840209960938,0.5269811011733956,0.00011515617370605469,0.5269811011733956,0.00027108192443847656,0.5545667544839162,0.000431060791015625,0.5250786423243942,0.0008246898651123047,0.5350665512816516,0.0005099773406982422,0.5313567565260988,0.0019559860229492188,0.5324031088930496,0.003777027130126953,0.5317372482958992,0.009068965911865234,0.5319370064750443,0.00519108772277832,0.5325648178952147,0.029859066009521484,0.5309382155793185,0.0572209358215332,0.5341153218571509,0.11355280876159668,0.5332278248040918,0.060729265213012695,0.5326723068201833,0.304246187210083,0.5327845518922744,0.5882749557495117,0.5320378367940414,1.2723991870880127
8,0.5136638892303856,9.608268737792969e-05,0.5326884777203998,9.107589721679688e-05,0.5231761834753927,0.00010800361633300781,0.5231761834753927,0.0001480579376220703,0.5574204427574184,0.00012111663818359375,0.5326884777203998,0.00026297569274902344,0.5260298717488949,0.00043702125549316406,0.5117614303813842,0.0008280277252197266,0.5363982724759526,0.000492095947265625,0.5327836006628499,0.001953125,0.5298347894468978,0.003725767135620117,0.5387763460372045,0.009360790252685547,0.5346955718060964,0.00512385368347168,0.532793112957095,0.0301666259765625,0.5319560310635343,0.05722498893737793,0.5316706622361841,0.1135408878326416,0.5333124842228724,0.07009005546569824,0.5333305575819378,0.366610050201416,0.5320159585172779,0.5870351791381836,0.5318951523803663,1.238847017288208
9,0.608786831680457,7.605552673339844e-05,0.4375655352703285,8.988380432128906e-05,0.5041515949853784,0.00010919570922851562,0.5326884777203998,0.00014495849609375,0.5231761834753927,0.00011396408081054688,0.5498106073614126,0.0002758502960205078,0.5412495425409062,0.00043892860412597656,0.528883560022397,0.0008170604705810547,0.5366836413033029,0.0004899501800537109,0.5374446248429033,0.0019829273223876953,0.5271713470582957,0.003736734390258789,0.5359226577637023,0.008877992630004883,0.5333162891405704,0.009614229202270508,0.5319655433577792,0.030316829681396484,0.5331260432556701,0.06392407417297363,0.5345433750981762,0.12492895126342773,0.5330223592483997,0.06158709526062012,0.5323117908682976,0.30152177810668945,0.5323726695514657,0.5816531181335449,0.5321253499010954,1.2560153007507324
