,san_importance
san_volumes_momentum_4d,0.10859497140017825
san_cds_returns_5d,0.1084339467633308
san_rsi_14d,0.10383888323599529
san_cds_returns_2d,0.10283989525970406
san_volumes_momentum_2d,0.10066841863158923
san_cds_momentum_1d,0.09914522589116914
san_stochastic_oscillator_5d,0.0958871098461654
san_stochastic_oscillator_14d,0.09477566067912763
san_momentum_10d,0.09344090286558601
san_returns_10d,0.0923749854271541
