,bbva_importance
bbva_returns_10d,0.10807699527407814
bbva_volumes_momentum_1d,0.10792586750362947
bbva_volumes_momentum_3d,0.10674556228190482
bbva_rsi_14d,0.10176052293284851
bbva_returns_1d,0.09878793696748908
bbva_cds_returns_2d,0.09753826639728044
bbva_cds_momentum_2d,0.09613459722296086
bbva_cds_returns_1d,0.09514992361279509
bbva_cds_momentum_1d,0.09399460965788925
bbva_momentum_1d,0.09388571814912448
