,A,B,C,D,Risk
1.0,0.7851106617577053,0.0538641896251531,0.13355472464686285,0.027470423970278796,0.05840090674110412
1.25,0.8181894443690767,-0.009403018907626293,0.17896584943115257,0.012247725107397078,0.06071019586386182
1.5,0.876176473001175,-0.14612952117206546,0.3257014522431405,-0.0557484040722499,0.061090907190516935
